symbol,signal_timestamp,signal_regime,entry_timestamp,entry_price,stop_loss,target_1,target_2,target_3,target_4,exit_timestamp,exit_price,exit_reason,r_multiple,holding_period_bars_or_days,composite_score,gate_5m_atr_momentum,gate_vwap_extension,gate_consolidation_coil,gate_volume_ignition,naive_baseline_fired,data_source_flags
SEAMECLTD,2026-02-10 10:15:00 IST,BULL,2026-02-10 10:20:00 IST,1357.8,1192.93,1687.53,1687.54,1769.97,1852.41,2026-02-10 15:20:00 IST,1320.04,HORIZON_REACHED,-0.229,20,75.0,True,True,True,True,True,NONE
IXIGO,2025-09-19 10:15:00 IST,BEAR,2025-09-19 10:20:00 IST,1687.08,1638.95,1783.35,1783.34,1807.4,1831.47,2025-09-19 15:20:00 IST,1638.95,SL_HIT,-1.0,7,75.0,True,True,True,True,True,NONE
MGL,2026-02-13 10:15:00 IST,SIDEWAYS,2026-02-13 10:20:00 IST,1452.33,1407.45,1542.11,1542.09,1564.53,1586.97,2026-02-13 15:20:00 IST,1407.45,SL_HIT,-1.0,19,75.0,True,True,True,True,True,NONE
MGL,2026-06-26 10:15:00 IST,BULL,2026-06-26 10:20:00 IST,1603.15,1548.67,1712.13,1712.11,1739.35,1766.59,2026-06-26 15:20:00 IST,1548.67,SL_HIT,-1.0,10,75.0,True,True,True,True,True,NONE
AFCONS,2026-01-23 10:15:00 IST,BULL,2026-01-23 10:20:00 IST,735.54,706.23,794.15,794.16,808.81,823.47,2026-01-23 15:20:00 IST,768.25,HORIZON_REACHED,1.116,20,75.0,True,True,True,True,True,NONE
ABB,2026-02-20 10:15:00 IST,BULL,2026-02-20 10:20:00 IST,5962.61,5654.61,6578.62,6578.61,6732.61,6886.61,2026-02-20 15:20:00 IST,6016.82,HORIZON_REACHED,0.176,20,75.0,True,True,True,True,True,NONE
ABB,2026-04-17 10:15:00 IST,BULL,2026-04-17 10:20:00 IST,7000.87,6437.87,8126.86,8126.87,8408.37,8689.87,2026-04-17 15:20:00 IST,6437.87,SL_HIT,-1.0,16,75.0,True,True,True,True,True,NONE
ELECON,2026-05-22 10:15:00 IST,BULL,2026-05-22 10:20:00 IST,531.74,466.07,663.06,663.08,695.92,728.75,2026-05-22 15:20:00 IST,539.03,HORIZON_REACHED,0.111,20,75.0,True,True,True,True,True,NONE
AEQUS,2025-10-03 10:15:00 IST,SIDEWAYS,2025-10-03 10:20:00 IST,691.61,679.62,715.6,715.59,721.59,727.58,2025-10-03 15:20:00 IST,679.62,SL_HIT,-1.0,1,75.0,True,True,True,True,True,NONE
PRAJIND,2026-05-29 10:15:00 IST,BEAR,2026-05-29 10:20:00 IST,1572.57,1548.87,1619.97,1619.97,1631.82,1643.67,2026-05-29 15:20:00 IST,1548.87,SL_HIT,-1.0,5,75.0,True,True,True,True,True,NONE
PRAJIND,2026-06-26 10:15:00 IST,BEAR,2026-06-26 10:20:00 IST,1527.99,1501.25,1581.46,1581.47,1594.84,1608.21,2026-06-26 15:20:00 IST,1501.25,SL_HIT,-1.0,13,75.0,True,True,True,True,True,NONE
JUBLPHARMA,2025-12-19 10:15:00 IST,BULL,2025-12-19 10:20:00 IST,2331.12,2252.87,2487.63,2487.62,2526.74,2565.87,2025-12-19 15:20:00 IST,2252.87,SL_HIT,-1.0,3,75.0,True,True,True,True,True,NONE
CLEAN,2026-05-29 10:15:00 IST,BEAR,2026-05-29 10:20:00 IST,797.5,739.13,914.24,914.24,943.42,972.61,2026-05-29 15:20:00 IST,739.13,SL_HIT,-1.0,9,75.0,True,True,True,True,True,NONE
INDGN,2025-12-19 10:15:00 IST,BULL,2025-12-19 10:20:00 IST,2030.0,1979.79,2130.43,2130.42,2155.53,2180.63,2025-12-19 15:20:00 IST,2130.42,T1_HIT,2.0,13,75.0,True,True,True,True,True,NONE
INDGN,2026-04-10 10:15:00 IST,BULL,2026-04-10 10:20:00 IST,2217.41,2168.12,2315.99,2315.99,2340.63,2365.28,2026-04-10 15:20:00 IST,2168.12,SL_HIT,-1.0,5,75.0,True,True,True,True,True,NONE
AKUMS,2026-04-15 10:15:00 IST,BULL,2026-04-15 10:20:00 IST,542.73,483.59,661.01,661.01,690.58,720.15,2026-04-15 15:20:00 IST,525.4,HORIZON_REACHED,-0.293,20,75.0,True,True,True,True,True,NONE
AKUMS,2026-06-11 10:15:00 IST,BULL,2026-06-11 10:20:00 IST,606.23,533.52,751.66,751.65,788.01,824.36,2026-06-11 15:20:00 IST,658.22,HORIZON_REACHED,0.715,20,75.0,True,True,True,True,True,NONE
SARDAEN,2026-02-27 10:15:00 IST,BULL,2026-02-27 10:20:00 IST,551.6,502.34,650.12,650.12,674.75,699.38,2026-02-27 15:20:00 IST,502.34,SL_HIT,-1.0,10,75.0,True,True,True,True,True,NONE
SARDAEN,2026-06-05 10:15:00 IST,SIDEWAYS,2026-06-05 10:20:00 IST,546.55,505.21,629.23,629.23,649.9,670.57,2026-06-05 15:20:00 IST,505.21,SL_HIT,-1.0,16,75.0,True,True,True,True,True,NONE
EMAMILTD,2026-04-17 10:15:00 IST,BEAR,2026-04-17 10:20:00 IST,452.1,411.34,533.61,533.62,554.0,574.38,2026-04-17 15:20:00 IST,428.05,HORIZON_REACHED,-0.59,20,75.0,True,True,True,True,True,NONE
EMAMILTD,2026-06-19 10:15:00 IST,BEAR,2026-06-19 10:20:00 IST,413.5,385.51,469.49,469.48,483.48,497.47,2026-06-19 15:20:00 IST,409.44,HORIZON_REACHED,-0.145,20,75.0,True,True,True,True,True,NONE
EMAMILTD,2026-08-07 10:15:00 IST,BEAR,2026-08-07 10:20:00 IST,412.55,388.39,460.88,460.87,472.95,485.03,2026-08-07 15:20:00 IST,388.39,SL_HIT,-1.0,14,75.0,True,True,True,True,True,NONE
ADVENZYMES,2026-01-29 10:15:00 IST,SIDEWAYS,2026-01-29 10:20:00 IST,296.82,260.08,370.3,370.3,388.67,407.04,2026-01-29 15:20:00 IST,260.08,SL_HIT,-1.0,2,75.0,True,True,True,True,True,NONE
^CNXREALTY,2026-01-05 10:15:00 IST,SIDEWAYS,2026-01-05 10:20:00 IST,917.4,864.38,1023.45,1023.44,1049.95,1076.46,2026-01-05 15:20:00 IST,864.38,SL_HIT,-1.0,5,75.0,True,True,True,True,True,NONE
PTC,2025-12-26 10:15:00 IST,SIDEWAYS,2025-12-26 10:20:00 IST,2114.43,2054.32,2234.63,2234.65,2264.7,2294.76,2025-12-26 15:20:00 IST,2234.65,T1_HIT,2.0,16,75.0,True,True,True,True,True,NONE
CHALET,2026-01-23 10:15:00 IST,BEAR,2026-01-23 10:20:00 IST,1153.89,1119.52,1222.65,1222.63,1239.82,1257.0,2026-01-23 15:20:00 IST,1222.63,T1_HIT,2.0,9,75.0,True,True,True,True,True,NONE
CHALET,2026-05-22 10:15:00 IST,BULL,2026-05-22 10:20:00 IST,1342.92,1317.14,1394.48,1394.48,1407.37,1420.26,2026-05-22 15:20:00 IST,1317.14,SL_HIT,-1.0,9,75.0,True,True,True,True,True,NONE
VIMTALABS,2026-06-12 10:15:00 IST,SIDEWAYS,2026-06-12 10:20:00 IST,552.81,503.62,651.18,651.19,675.78,700.38,2026-06-12 15:20:00 IST,566.09,HORIZON_REACHED,0.27,20,75.0,True,True,True,True,True,NONE
LLOYDSENT,2026-06-05 10:15:00 IST,BULL,2026-06-05 10:20:00 IST,1750.36,1707.29,1836.51,1836.5,1858.03,1879.57,2026-06-05 15:20:00 IST,1776.33,HORIZON_REACHED,0.603,20,75.0,True,True,True,True,True,NONE
LLOYDSENT,2026-06-12 10:15:00 IST,BULL,2026-06-12 10:20:00 IST,1767.02,1740.01,1821.04,1821.04,1834.55,1848.05,2026-06-12 15:20:00 IST,1740.01,SL_HIT,-1.0,1,75.0,True,True,True,True,True,NONE
SANDHAR,2025-12-23 10:15:00 IST,BULL,2025-12-23 10:20:00 IST,580.95,526.07,690.71,690.71,718.15,745.59,2025-12-23 15:20:00 IST,526.07,SL_HIT,-1.0,19,75.0,True,True,True,True,True,NONE
SANDHAR,2026-05-07 10:15:00 IST,BULL,2026-05-07 10:20:00 IST,528.3,485.84,613.22,613.22,634.45,655.68,2026-05-07 15:20:00 IST,613.22,T1_HIT,2.0,11,75.0,True,True,True,True,True,NONE
SANDHAR,2026-05-21 10:15:00 IST,BULL,2026-05-21 10:20:00 IST,586.2,492.37,773.87,773.86,820.78,867.69,2026-05-21 15:20:00 IST,694.57,HORIZON_REACHED,1.155,20,75.0,True,True,True,True,True,NONE
SANDHAR,2026-07-02 10:15:00 IST,BULL,2026-07-02 10:20:00 IST,727.2,663.44,854.73,854.72,886.6,918.48,2026-07-02 15:20:00 IST,663.44,SL_HIT,-1.0,4,75.0,True,True,True,True,True,NONE
CRAMC,2026-03-20 10:15:00 IST,BULL,2026-03-20 10:20:00 IST,1478.86,1450.77,1535.04,1535.04,1549.08,1563.13,2026-03-20 15:20:00 IST,1535.04,T1_HIT,2.0,5,75.0,True,True,True,True,True,NONE
HSCL,2026-04-24 10:15:00 IST,BULL,2026-04-24 10:20:00 IST,565.38,480.01,736.12,736.12,778.81,821.49,2026-04-24 15:20:00 IST,587.15,HORIZON_REACHED,0.255,20,75.0,True,True,True,True,True,NONE
HSCL,2026-06-05 10:15:00 IST,BULL,2026-06-05 10:20:00 IST,685.05,577.93,899.29,899.29,952.85,1006.41,2026-06-05 15:20:00 IST,680.66,HORIZON_REACHED,-0.041,20,75.0,True,True,True,True,True,NONE
MANKIND,2026-06-22 10:15:00 IST,BULL,2026-06-22 10:20:00 IST,2538.3,2334.78,2945.34,2945.34,3047.1,3148.86,2026-06-22 15:20:00 IST,2565.78,HORIZON_REACHED,0.135,20,75.0,True,True,True,True,True,NONE
GABRIEL,2026-01-30 10:15:00 IST,BEAR,2026-01-30 10:20:00 IST,933.4,854.41,1091.38,1091.38,1130.88,1170.37,2026-01-30 15:20:00 IST,998.8,HORIZON_REACHED,0.828,20,75.0,True,True,True,True,True,NONE
MODEFENCE.NS,2025-12-22 10:15:00 IST,SIDEWAYS,2025-12-22 10:20:00 IST,85.02,79.81,95.43,95.44,98.04,100.65,2025-12-22 15:20:00 IST,82.86,HORIZON_REACHED,-0.415,20,75.0,True,True,True,True,True,NONE
MODEFENCE.NS,2026-01-28 10:15:00 IST,BULL,2026-01-28 10:20:00 IST,89.65,80.74,107.48,107.47,111.93,116.38,2026-01-28 15:20:00 IST,88.75,HORIZON_REACHED,-0.101,20,75.0,True,True,True,True,True,NONE
MODEFENCE.NS,2026-06-17 10:15:00 IST,BULL,2026-06-17 10:20:00 IST,104.14,96.35,119.72,119.72,123.62,127.51,2026-06-17 15:20:00 IST,102.28,HORIZON_REACHED,-0.239,20,75.0,True,True,True,True,True,NONE
APLAPOLLO,2026-01-01 10:15:00 IST,BULL,2026-01-01 10:20:00 IST,1970.0,1847.15,2215.71,2215.7,2277.12,2338.55,2026-01-01 15:20:00 IST,1847.15,SL_HIT,-1.0,7,75.0,True,True,True,True,True,NONE
APLAPOLLO,2026-01-22 10:15:00 IST,BULL,2026-01-22 10:20:00 IST,1976.0,1852.77,2222.45,2222.46,2284.07,2345.69,2026-01-22 15:20:00 IST,2222.46,T1_HIT,2.0,11,75.0,True,True,True,True,True,NONE
APLAPOLLO,2026-02-06 10:15:00 IST,BULL,2026-02-06 10:20:00 IST,2198.0,2025.69,2542.62,2542.62,2628.77,2714.93,2026-02-06 15:20:00 IST,2097.89,HORIZON_REACHED,-0.581,20,75.0,True,True,True,True,True,NONE
ATULAUTO,2026-07-30 10:15:00 IST,BULL,2026-07-30 10:20:00 IST,516.0,460.59,626.82,626.82,654.53,682.23,2026-07-30 15:20:00 IST,481.15,HORIZON_REACHED,-0.629,20,75.0,True,True,True,True,True,NONE
SOTL,2025-12-23 10:15:00 IST,SIDEWAYS,2025-12-23 10:20:00 IST,377.74,351.1,431.01,431.02,444.34,457.66,2025-12-23 15:20:00 IST,351.1,SL_HIT,-1.0,13,75.0,True,True,True,True,True,NONE
SOTL,2026-07-23 10:15:00 IST,BULL,2026-07-23 10:20:00 IST,640.42,553.35,814.55,814.56,858.09,901.63,2026-07-23 15:20:00 IST,683.52,HORIZON_REACHED,0.495,20,75.0,True,True,True,True,True,NONE
BALUFORGE,2026-04-28 10:15:00 IST,BEAR,2026-04-28 10:20:00 IST,498.25,456.75,581.25,581.25,602.0,622.75,2026-04-28 15:20:00 IST,456.75,SL_HIT,-1.0,14,75.0,True,True,True,True,True,NONE
BALUFORGE,2026-06-23 10:15:00 IST,BEAR,2026-06-23 10:20:00 IST,471.25,440.87,532.01,532.01,547.2,562.39,2026-06-23 15:20:00 IST,440.87,SL_HIT,-1.0,11,75.0,True,True,True,True,True,NONE
SAKSOFT,2025-12-17 10:15:00 IST,SIDEWAYS,2025-12-17 10:20:00 IST,204.62,187.18,239.51,239.5,248.22,256.94,2025-12-17 15:20:00 IST,187.18,SL_HIT,-1.0,16,75.0,True,True,True,True,True,NONE
M&M,2026-07-31 10:15:00 IST,BULL,2026-07-31 10:20:00 IST,3398.5,3127.01,3941.49,3941.48,4077.22,4212.97,2026-07-31 15:20:00 IST,3333.89,HORIZON_REACHED,-0.238,20,75.0,True,True,True,True,True,NONE
BAJFINANCE,2026-02-13 10:15:00 IST,BULL,2026-02-13 10:20:00 IST,1018.49,953.11,1149.24,1149.25,1181.94,1214.63,2026-02-13 15:20:00 IST,953.11,SL_HIT,-1.0,12,75.0,True,True,True,True,True,NONE
BAJFINANCE,2026-07-17 10:15:00 IST,BULL,2026-07-17 10:20:00 IST,1056.3,992.68,1183.53,1183.54,1215.35,1247.16,2026-07-17 15:20:00 IST,1087.03,HORIZON_REACHED,0.483,20,75.0,True,True,True,True,True,NONE
BAJFINANCE,2026-07-31 10:15:00 IST,BULL,2026-07-31 10:20:00 IST,1141.2,998.69,1426.21,1426.22,1497.47,1568.73,2026-07-31 15:20:00 IST,1079.92,HORIZON_REACHED,-0.43,20,75.0,True,True,True,True,True,NONE
NUVOCO,2026-05-07 10:15:00 IST,BEAR,2026-05-07 10:20:00 IST,336.45,282.39,444.56,444.57,471.6,498.63,2026-05-07 15:20:00 IST,322.45,HORIZON_REACHED,-0.259,20,75.0,True,True,True,True,True,NONE
FSL,2026-07-10 10:15:00 IST,BEAR,2026-07-10 10:20:00 IST,259.71,235.27,308.58,308.59,320.81,333.03,2026-07-10 15:20:00 IST,308.59,T1_HIT,2.0,16,75.0,True,True,True,True,True,NONE
THANGAMAYL,2025-10-28 10:15:00 IST,SIDEWAYS,2025-10-28 10:20:00 IST,2078.59,1928.14,2379.48,2379.49,2454.72,2529.94,2025-10-28 15:20:00 IST,2379.49,T1_HIT,2.0,4,75.0,True,True,True,True,True,NONE
THANGAMAYL,2025-12-17 10:15:00 IST,BULL,2025-12-17 10:20:00 IST,3305.35,3090.16,3735.74,3735.73,3843.32,3950.92,2025-12-17 15:20:00 IST,3735.73,T1_HIT,2.0,14,75.0,True,True,True,True,True,NONE
THANGAMAYL,2026-05-08 10:15:00 IST,BULL,2026-05-08 10:20:00 IST,4234.85,3905.19,4894.18,4894.17,5059.0,5223.83,2026-05-08 15:20:00 IST,3905.19,SL_HIT,-1.0,1,75.0,True,True,True,True,True,NONE
THANGAMAYL,2026-05-29 10:15:00 IST,BULL,2026-05-29 10:20:00 IST,4193.17,3745.32,5088.88,5088.87,5312.8,5536.72,2026-05-29 15:20:00 IST,5088.87,T1_HIT,2.0,4,75.0,True,True,True,True,True,NONE
EDELWEISS,2025-10-20 10:15:00 IST,BULL,2025-10-20 10:20:00 IST,115.54,106.56,133.51,133.5,137.99,142.48,2025-10-20 15:20:00 IST,106.56,SL_HIT,-1.0,14,75.0,True,True,True,True,True,NONE
EDELWEISS,2026-05-08 10:15:00 IST,BULL,2026-05-08 10:20:00 IST,125.14,108.3,158.81,158.82,167.24,175.66,2026-05-08 15:20:00 IST,108.3,SL_HIT,-1.0,6,75.0,True,True,True,True,True,NONE
PERSISTENT,2025-11-19 10:15:00 IST,BULL,2025-11-19 10:20:00 IST,6293.42,6000.43,6879.41,6879.4,7025.89,7172.39,2025-11-19 15:20:00 IST,6000.43,SL_HIT,-1.0,15,75.0,True,True,True,True,True,NONE
PERSISTENT,2026-05-29 10:15:00 IST,BEAR,2026-05-29 10:20:00 IST,5194.3,4909.9,5763.1,5763.1,5905.3,6047.5,2026-05-29 15:20:00 IST,4909.9,SL_HIT,-1.0,9,75.0,True,True,True,True,True,NONE
SSWL,2026-04-17 10:15:00 IST,BULL,2026-04-17 10:20:00 IST,220.94,199.23,264.37,264.36,275.22,286.07,2026-04-17 15:20:00 IST,206.44,HORIZON_REACHED,-0.668,20,75.0,True,True,True,True,True,NONE
DIVGIITTS,2026-01-30 10:15:00 IST,SIDEWAYS,2026-01-30 10:20:00 IST,614.1,575.22,691.87,691.86,711.3,730.74,2026-01-30 15:20:00 IST,691.86,T1_HIT,2.0,10,75.0,True,True,True,True,True,NONE
DIVGIITTS,2026-02-13 10:15:00 IST,BULL,2026-02-13 10:20:00 IST,744.55,604.49,1024.67,1024.67,1094.7,1164.73,2026-02-13 15:20:00 IST,658.27,HORIZON_REACHED,-0.616,20,75.0,True,True,True,True,True,NONE
DIVGIITTS,2026-05-25 10:15:00 IST,BULL,2026-05-25 10:20:00 IST,743.2,638.31,952.98,952.98,1005.43,1057.87,2026-05-25 15:20:00 IST,864.35,HORIZON_REACHED,1.155,20,75.0,True,True,True,True,True,NONE
DIVGIITTS,2026-06-15 10:15:00 IST,BULL,2026-06-15 10:20:00 IST,869.2,759.22,1089.17,1089.16,1144.15,1199.14,2026-06-15 15:20:00 IST,959.38,HORIZON_REACHED,0.82,20,75.0,True,True,True,True,True,NONE
GMRAIRPORT,2026-02-20 10:15:00 IST,BULL,2026-02-20 10:20:00 IST,740.62,718.6,784.64,784.66,795.67,806.68,2026-02-20 15:20:00 IST,784.66,T1_HIT,2.0,19,75.0,True,True,True,True,True,NONE
MAYURUNIQ,2026-01-01 10:15:00 IST,SIDEWAYS,2026-01-01 10:20:00 IST,515.35,484.0,578.04,578.05,593.73,609.4,2026-01-01 15:20:00 IST,484.0,SL_HIT,-1.0,2,75.0,True,True,True,True,True,NONE
MAYURUNIQ,2026-06-09 10:15:00 IST,BULL,2026-06-09 10:20:00 IST,798.85,712.82,970.91,970.91,1013.92,1056.94,2026-06-09 15:20:00 IST,855.29,HORIZON_REACHED,0.656,20,75.0,True,True,True,True,True,NONE
MAYURUNIQ,2026-06-30 10:15:00 IST,BULL,2026-06-30 10:20:00 IST,860.8,776.25,1029.91,1029.9,1072.17,1114.45,2026-06-30 15:20:00 IST,776.25,SL_HIT,-1.0,13,75.0,True,True,True,True,True,NONE
QPOWER,2026-01-01 10:15:00 IST,SIDEWAYS,2026-01-01 10:20:00 IST,812.45,709.45,1018.46,1018.45,1069.95,1121.45,2026-01-01 15:20:00 IST,709.45,SL_HIT,-1.0,7,75.0,True,True,True,True,True,NONE
QPOWER,2026-04-09 10:15:00 IST,BULL,2026-04-09 10:20:00 IST,969.85,815.53,1278.49,1278.49,1355.65,1432.81,2026-04-09 15:20:00 IST,1278.49,T1_HIT,2.0,6,75.0,True,True,True,True,True,NONE
SHAILY,2026-04-24 10:15:00 IST,BULL,2026-04-24 10:20:00 IST,2503.1,1817.62,3874.06,3874.06,4216.8,4559.54,2026-04-24 15:20:00 IST,2695.03,HORIZON_REACHED,0.28,20,75.0,True,True,True,True,True,NONE
SHAILY,2026-05-29 10:15:00 IST,BULL,2026-05-29 10:20:00 IST,2989.5,2634.83,3698.83,3698.84,3876.18,4053.51,2026-05-29 15:20:00 IST,2634.83,SL_HIT,-1.0,14,75.0,True,True,True,True,True,NONE
PTCIL,2026-07-17 10:15:00 IST,BULL,2026-07-17 10:20:00 IST,17941.0,17336.1,19150.8,19150.8,19453.25,19755.7,2026-07-17 15:20:00 IST,19150.8,T1_HIT,2.0,15,75.0,True,True,True,True,True,NONE
PTCIL,2026-08-07 10:15:00 IST,BULL,2026-08-07 10:20:00 IST,19076.0,17615.64,21996.73,21996.72,22726.9,23457.08,2026-08-07 15:20:00 IST,21996.72,T1_HIT,2.0,15,75.0,True,True,True,True,True,NONE
BAJAJCON,2026-05-07 10:15:00 IST,BULL,2026-05-07 10:20:00 IST,521.35,446.9,670.26,670.25,707.48,744.7,2026-05-07 15:20:00 IST,558.8,HORIZON_REACHED,0.503,20,75.0,True,True,True,True,True,NONE
BAJAJCON,2026-07-09 10:15:00 IST,BULL,2026-07-09 10:20:00 IST,643.55,599.86,730.93,730.93,752.77,774.62,2026-07-09 15:20:00 IST,599.86,SL_HIT,-1.0,3,75.0,True,True,True,True,True,NONE
INDOBORAX,2025-12-09 10:15:00 IST,BULL,2025-12-09 10:20:00 IST,239.05,210.26,296.62,296.63,311.03,325.42,2025-12-09 15:20:00 IST,244.29,HORIZON_REACHED,0.182,20,75.0,True,True,True,True,True,NONE
INDOBORAX,2025-12-31 10:15:00 IST,BULL,2025-12-31 10:20:00 IST,259.66,233.69,311.6,311.6,324.59,337.57,2025-12-31 15:20:00 IST,233.69,SL_HIT,-1.0,8,75.0,True,True,True,True,True,NONE
PIRAMALFIN,2025-12-26 10:15:00 IST,BULL,2025-12-26 10:20:00 IST,534.2,519.94,562.72,562.72,569.85,576.98,2025-12-26 15:20:00 IST,539.59,HORIZON_REACHED,0.378,20,75.0,True,True,True,True,True,NONE
SCI,2026-05-08 10:15:00 IST,BULL,2026-05-08 10:20:00 IST,339.05,300.23,416.7,416.69,436.1,455.51,2026-05-08 15:20:00 IST,300.23,SL_HIT,-1.0,15,75.0,True,True,True,True,True,NONE
MPHASIS,2025-11-12 10:15:00 IST,SIDEWAYS,2025-11-12 10:20:00 IST,2752.02,2627.52,3001.02,3001.02,3063.27,3125.52,2025-11-12 15:20:00 IST,2627.52,SL_HIT,-1.0,3,75.0,True,True,True,True,True,NONE
MPHASIS,2026-07-03 10:15:00 IST,BEAR,2026-07-03 10:20:00 IST,2236.64,2059.72,2590.47,2590.48,2678.94,2767.4,2026-07-03 15:20:00 IST,2342.26,HORIZON_REACHED,0.597,20,75.0,True,True,True,True,True,NONE
ITDC,2026-04-09 10:15:00 IST,SIDEWAYS,2026-04-09 10:20:00 IST,529.35,371.34,845.38,845.37,924.38,1003.38,2026-04-09 15:20:00 IST,587.5,HORIZON_REACHED,0.368,20,75.0,True,True,True,True,True,NONE
SUBROS,2025-07-25 10:15:00 IST,BULL,2025-07-25 10:20:00 IST,1353.1,1318.92,1421.44,1421.46,1438.55,1455.64,2025-07-25 15:20:00 IST,1318.92,SL_HIT,-1.0,3,75.0,True,True,True,True,True,NONE
SUBROS,2025-09-19 10:15:00 IST,SIDEWAYS,2025-09-19 10:20:00 IST,1333.83,1302.75,1395.97,1395.99,1411.53,1427.07,2025-09-19 15:20:00 IST,1395.99,T1_HIT,2.0,2,75.0,True,True,True,True,True,NONE
CUB,2025-10-20 10:15:00 IST,BULL,2025-10-20 10:20:00 IST,169.78,158.21,192.91,192.92,198.7,204.49,2025-10-20 15:20:00 IST,192.92,T1_HIT,2.0,10,75.0,True,True,True,True,True,NONE
CUB,2025-10-28 10:15:00 IST,BULL,2025-10-28 10:20:00 IST,179.45,162.55,213.27,213.25,221.7,230.15,2025-10-28 15:20:00 IST,208.96,HORIZON_REACHED,1.746,20,75.0,True,True,True,True,True,NONE
CUB,2025-11-04 10:15:00 IST,BULL,2025-11-04 10:20:00 IST,193.99,168.05,245.85,245.87,258.84,271.81,2025-11-04 15:20:00 IST,205.53,HORIZON_REACHED,0.445,20,75.0,True,True,True,True,True,NONE
CUB,2026-01-30 10:15:00 IST,BULL,2026-01-30 10:20:00 IST,226.31,201.69,275.56,275.55,287.86,300.17,2026-01-30 15:20:00 IST,201.69,SL_HIT,-1.0,12,75.0,True,True,True,True,True,NONE
HONAUT,2025-08-29 10:15:00 IST,BULL,2025-08-29 10:20:00 IST,865.72,846.47,904.23,904.22,913.85,923.47,2025-08-29 15:20:00 IST,846.47,SL_HIT,-1.0,4,75.0,True,True,True,True,True,NONE
HINDWAREAP,2026-04-21 10:15:00 IST,BEAR,2026-04-21 10:20:00 IST,230.66,199.85,292.27,292.28,307.69,323.09,2026-04-21 15:20:00 IST,216.64,HORIZON_REACHED,-0.455,20,75.0,True,True,True,True,True,NONE
JAYKAY,2026-04-01 10:15:00 IST,BEAR,2026-04-01 10:20:00 IST,136.36,114.75,179.59,179.58,190.39,201.19,2026-04-01 15:20:00 IST,179.58,T1_HIT,2.0,17,75.0,True,True,True,True,True,NONE
NSLNISP,2026-03-13 10:15:00 IST,BULL,2026-03-13 10:20:00 IST,2389.0,2332.96,2501.08,2501.08,2529.1,2557.12,2026-03-13 15:20:00 IST,2332.96,SL_HIT,-1.0,4,75.0,True,True,True,True,True,NONE
NSLNISP,2026-07-10 10:15:00 IST,BULL,2026-07-10 10:20:00 IST,2564.86,2514.53,2665.51,2665.52,2690.68,2715.85,2026-07-10 15:20:00 IST,2514.53,SL_HIT,-1.0,1,75.0,True,True,True,True,True,NONE
ADVAIT,2026-04-22 10:15:00 IST,BULL,2026-04-22 10:20:00 IST,1994.2,1840.19,2302.21,2302.22,2379.22,2456.23,2026-04-22 15:20:00 IST,1840.19,SL_HIT,-1.0,18,75.0,True,True,True,True,True,NONE
ADVAIT,2026-07-22 10:15:00 IST,BULL,2026-07-22 10:20:00 IST,2296.2,2040.16,2808.29,2808.28,2936.3,3064.32,2026-07-22 15:20:00 IST,2096.23,HORIZON_REACHED,-0.781,20,75.0,True,True,True,True,True,NONE
IIFLCAPS,2026-04-17 10:15:00 IST,SIDEWAYS,2026-04-17 10:20:00 IST,313.44,268.53,403.25,403.26,425.72,448.17,2026-04-17 15:20:00 IST,342.95,HORIZON_REACHED,0.657,20,75.0,True,True,True,True,True,NONE
HEG,2025-12-23 10:15:00 IST,BULL,2025-12-23 10:20:00 IST,535.97,515.69,576.53,576.53,586.67,596.81,2025-12-23 15:20:00 IST,576.53,T1_HIT,2.0,3,75.0,True,True,True,True,True,NONE
HEG,2026-04-16 10:15:00 IST,BULL,2026-04-16 10:20:00 IST,623.33,539.22,791.54,791.55,833.61,875.66,2026-04-16 15:20:00 IST,614.16,HORIZON_REACHED,-0.109,20,75.0,True,True,True,True,True,NONE
HEG,2026-07-23 10:15:00 IST,BULL,2026-07-23 10:20:00 IST,623.85,574.06,723.42,723.43,748.33,773.22,2026-07-23 15:20:00 IST,723.43,T1_HIT,2.0,18,75.0,True,True,True,True,True,NONE
GAIL,2025-12-12 10:15:00 IST,SIDEWAYS,2025-12-12 10:20:00 IST,1302.27,1267.88,1371.04,1371.05,1388.24,1405.44,2025-12-12 15:20:00 IST,1371.05,T1_HIT,2.0,11,75.0,True,True,True,True,True,NONE
EXIDEIND,2026-04-08 10:15:00 IST,BEAR,2026-04-08 10:20:00 IST,312.65,284.74,368.47,368.47,382.42,396.38,2026-04-08 15:20:00 IST,368.47,T1_HIT,2.0,14,75.0,True,True,True,True,True,NONE
EXIDEIND,2026-07-02 10:15:00 IST,BULL,2026-07-02 10:20:00 IST,417.35,380.51,491.03,491.03,509.45,527.87,2026-07-02 15:20:00 IST,452.72,HORIZON_REACHED,0.96,20,75.0,True,True,True,True,True,NONE
EXIDEIND,2026-07-30 10:15:00 IST,BULL,2026-07-30 10:20:00 IST,452.7,418.89,520.33,520.32,537.23,554.13,2026-07-30 15:20:00 IST,444.59,HORIZON_REACHED,-0.24,20,75.0,True,True,True,True,True,NONE
EIHOTEL,2026-02-05 10:15:00 IST,BEAR,2026-02-05 10:20:00 IST,339.66,303.54,411.9,411.9,429.96,448.02,2026-02-05 15:20:00 IST,303.54,SL_HIT,-1.0,17,75.0,True,True,True,True,True,NONE
