symbol,signal_timestamp,signal_regime,entry_timestamp,entry_price,stop_loss,target_1,target_2,target_3,target_4,exit_timestamp,exit_price,exit_reason,r_multiple,holding_period_bars_or_days,composite_score,gate_5m_atr_momentum,gate_vwap_extension,gate_consolidation_coil,gate_volume_ignition,naive_baseline_fired,data_source_flags
BANCOINDIA,2025-11-04 10:15:00 IST,BULL,2025-11-04 10:20:00 IST,801.54,682.42,1039.79,1039.78,1099.34,1158.9,2025-11-04 15:20:00 IST,682.42,SL_HIT,-1.0,13,75.0,True,True,True,True,True,NONE
BANCOINDIA,2026-01-30 10:15:00 IST,BEAR,2026-01-30 10:20:00 IST,585.37,528.22,699.66,699.67,728.24,756.82,2026-01-30 15:20:00 IST,614.29,HORIZON_REACHED,0.506,20,75.0,True,True,True,True,True,NONE
CGCL,2026-05-22 10:15:00 IST,BULL,2026-05-22 10:20:00 IST,190.65,180.09,211.78,211.77,217.05,222.33,2026-05-22 15:20:00 IST,211.77,T1_HIT,2.0,16,75.0,True,True,True,True,True,NONE
CIEINDIA,2025-12-31 10:15:00 IST,BULL,2025-12-31 10:20:00 IST,418.48,375.83,503.79,503.78,525.11,546.43,2025-12-31 15:20:00 IST,412.25,HORIZON_REACHED,-0.146,20,75.0,True,True,True,True,True,NONE
CIEINDIA,2026-01-22 10:15:00 IST,SIDEWAYS,2026-01-22 10:20:00 IST,403.79,384.47,442.45,442.43,452.09,461.75,2026-01-22 15:20:00 IST,442.43,T1_HIT,2.0,12,75.0,True,True,True,True,True,NONE
CIEINDIA,2026-06-15 10:15:00 IST,BULL,2026-06-15 10:20:00 IST,464.8,425.03,544.34,544.34,564.23,584.11,2026-06-15 15:20:00 IST,469.41,HORIZON_REACHED,0.116,20,75.0,True,True,True,True,True,NONE
CIEINDIA,2026-06-22 10:15:00 IST,BULL,2026-06-22 10:20:00 IST,473.65,447.79,525.37,525.37,538.3,551.23,2026-06-22 15:20:00 IST,473.81,HORIZON_REACHED,0.006,20,75.0,True,True,True,True,True,NONE
VIYASH,2025-11-12 10:15:00 IST,BULL,2025-11-12 10:20:00 IST,238.21,209.75,295.13,295.13,309.36,323.59,2025-11-12 15:20:00 IST,209.75,SL_HIT,-1.0,16,75.0,True,True,True,True,True,NONE
VIYASH,2025-11-19 10:15:00 IST,BULL,2025-11-19 10:20:00 IST,252.0,221.86,312.27,312.28,327.35,342.42,2025-11-19 15:20:00 IST,221.86,SL_HIT,-1.0,3,75.0,True,True,True,True,True,NONE
BIRLACORPN,2026-02-06 10:15:00 IST,SIDEWAYS,2026-02-06 10:20:00 IST,2156.09,2097.01,2274.25,2274.25,2303.79,2333.33,2026-02-06 15:20:00 IST,2178.19,HORIZON_REACHED,0.374,20,75.0,True,True,True,True,True,NONE
BIRLACORPN,2026-02-27 10:15:00 IST,BULL,2026-02-27 10:20:00 IST,2230.48,2165.62,2360.19,2360.2,2392.63,2425.06,2026-02-27 15:20:00 IST,2165.62,SL_HIT,-1.0,6,75.0,True,True,True,True,True,NONE
BIRLACORPN,2026-06-26 10:15:00 IST,SIDEWAYS,2026-06-26 10:20:00 IST,2027.28,1970.62,2140.59,2140.6,2168.93,2197.26,2026-06-26 15:20:00 IST,2140.6,T1_HIT,2.0,2,75.0,True,True,True,True,True,NONE
CENTRALBK,2025-12-31 10:15:00 IST,SIDEWAYS,2025-12-31 10:20:00 IST,36.6,35.41,38.97,38.98,39.58,40.17,2025-12-31 15:20:00 IST,35.41,SL_HIT,-1.0,15,75.0,True,True,True,True,True,NONE
CENTRALBK,2026-05-07 10:15:00 IST,SIDEWAYS,2026-05-07 10:20:00 IST,36.64,34.78,40.36,40.36,41.29,42.22,2026-05-07 15:20:00 IST,34.78,SL_HIT,-1.0,3,75.0,True,True,True,True,True,NONE
GARUDA,2025-11-04 10:15:00 IST,BULL,2025-11-04 10:20:00 IST,224.88,195.33,283.99,283.98,298.75,313.53,2025-11-04 15:20:00 IST,210.99,HORIZON_REACHED,-0.47,20,75.0,True,True,True,True,True,NONE
PARAS,2025-12-23 10:15:00 IST,SIDEWAYS,2025-12-23 10:20:00 IST,676.75,614.14,801.97,801.97,833.28,864.58,2025-12-23 15:20:00 IST,623.66,HORIZON_REACHED,-0.848,20,75.0,True,True,True,True,True,NONE
PARAS,2026-05-07 10:15:00 IST,BULL,2026-05-07 10:20:00 IST,869.5,766.53,1075.44,1075.44,1126.93,1178.41,2026-05-07 15:20:00 IST,766.53,SL_HIT,-1.0,6,75.0,True,True,True,True,True,NONE
PARAS,2026-06-04 10:15:00 IST,BULL,2026-06-04 10:20:00 IST,893.8,801.58,1078.24,1078.24,1124.35,1170.46,2026-06-04 15:20:00 IST,1078.24,T1_HIT,2.0,6,75.0,True,True,True,True,True,NONE
WOCKPHARMA,2025-08-15 10:15:00 IST,BULL,2025-08-15 10:20:00 IST,2379.47,2330.39,2477.62,2477.63,2502.17,2526.71,2025-08-15 15:20:00 IST,2330.39,SL_HIT,-1.0,17,75.0,True,True,True,True,True,NONE
ALKEM,2026-02-09 10:15:00 IST,BULL,2026-02-09 10:20:00 IST,5704.51,5349.95,6413.63,6413.63,6590.91,6768.19,2026-02-09 15:20:00 IST,5349.95,SL_HIT,-1.0,4,75.0,True,True,True,True,True,NONE
NEOGEN,2026-02-26 10:15:00 IST,BULL,2026-02-26 10:20:00 IST,1450.5,1306.31,1738.87,1738.88,1810.98,1883.07,2026-02-26 15:20:00 IST,1306.31,SL_HIT,-1.0,14,75.0,True,True,True,True,True,NONE
NEOGEN,2026-04-08 10:15:00 IST,SIDEWAYS,2026-04-08 10:20:00 IST,1328.06,1092.89,1798.39,1798.4,1915.98,2033.57,2026-04-08 15:20:00 IST,1798.4,T1_HIT,2.0,20,75.0,True,True,True,True,True,NONE
ESCORTS,2026-01-01 10:15:00 IST,BULL,2026-01-01 10:20:00 IST,3758.89,3592.43,4091.81,4091.81,4175.04,4258.27,2026-01-01 15:20:00 IST,3592.43,SL_HIT,-1.0,12,75.0,True,True,True,True,True,NONE
PNGJL,2026-07-10 10:15:00 IST,BULL,2026-07-10 10:20:00 IST,981.72,958.22,1028.73,1028.72,1040.47,1052.22,2026-07-10 15:20:00 IST,958.22,SL_HIT,-1.0,8,75.0,True,True,True,True,True,NONE
ACE,2026-02-06 10:15:00 IST,BEAR,2026-02-06 10:20:00 IST,919.45,815.86,1126.62,1126.63,1178.43,1230.22,2026-02-06 15:20:00 IST,848.8,HORIZON_REACHED,-0.682,20,75.0,True,True,True,True,True,NONE
ACE,2026-05-08 10:15:00 IST,SIDEWAYS,2026-05-08 10:20:00 IST,947.25,874.25,1093.25,1093.25,1129.75,1166.25,2026-05-08 15:20:00 IST,874.25,SL_HIT,-1.0,4,75.0,True,True,True,True,True,NONE
ACE,2026-06-12 10:15:00 IST,SIDEWAYS,2026-06-12 10:20:00 IST,931.05,859.1,1074.96,1074.95,1110.92,1146.9,2026-06-12 15:20:00 IST,988.97,HORIZON_REACHED,0.805,20,75.0,True,True,True,True,True,NONE
FIVESTAR,2026-06-15 10:15:00 IST,BEAR,2026-06-15 10:20:00 IST,466.8,413.69,573.02,573.02,599.58,626.13,2026-06-15 15:20:00 IST,544.08,HORIZON_REACHED,1.455,20,75.0,True,True,True,True,True,NONE
MOIL,2025-12-23 10:15:00 IST,SIDEWAYS,2025-12-23 10:20:00 IST,337.33,312.14,387.72,387.71,400.3,412.9,2025-12-23 15:20:00 IST,329.07,HORIZON_REACHED,-0.328,20,75.0,True,True,True,True,True,NONE
MOIL,2026-04-16 10:15:00 IST,SIDEWAYS,2026-04-16 10:20:00 IST,326.6,294.84,390.12,390.12,406.0,421.88,2026-04-16 15:20:00 IST,314.5,HORIZON_REACHED,-0.381,20,75.0,True,True,True,True,True,NONE
MOIL,2026-07-30 10:15:00 IST,BEAR,2026-07-30 10:20:00 IST,287.95,257.14,349.58,349.57,364.98,380.38,2026-07-30 15:20:00 IST,257.14,SL_HIT,-1.0,13,75.0,True,True,True,True,True,NONE
JWL,2025-07-25 10:15:00 IST,BULL,2025-07-25 10:20:00 IST,2816.89,2748.51,2953.64,2953.65,2987.84,3022.03,2025-07-25 15:20:00 IST,2786.12,HORIZON_REACHED,-0.45,20,75.0,True,True,True,True,True,NONE
IMFA,2025-11-04 10:15:00 IST,BULL,2025-11-04 10:20:00 IST,1225.95,1084.7,1508.43,1508.45,1579.08,1649.7,2025-11-04 15:20:00 IST,1346.58,HORIZON_REACHED,0.854,20,75.0,True,True,True,True,True,NONE
IMFA,2026-05-08 10:15:00 IST,BULL,2026-05-08 10:20:00 IST,1548.1,1373.22,1897.86,1897.86,1985.3,2072.74,2026-05-08 15:20:00 IST,1498.96,HORIZON_REACHED,-0.281,20,75.0,True,True,True,True,True,NONE
IMFA,2026-07-31 10:15:00 IST,BULL,2026-07-31 10:20:00 IST,1448.6,1287.74,1770.32,1770.32,1850.75,1931.18,2026-07-31 15:20:00 IST,1371.55,HORIZON_REACHED,-0.479,20,75.0,True,True,True,True,True,NONE
WIPRO,2025-12-03 10:15:00 IST,BULL,2025-12-03 10:20:00 IST,248.28,239.07,266.71,266.7,271.31,275.91,2025-12-03 15:20:00 IST,260.61,HORIZON_REACHED,1.339,20,75.0,True,True,True,True,True,NONE
THOMASCOOK,2025-11-18 10:15:00 IST,SIDEWAYS,2025-11-18 10:20:00 IST,157.8,143.96,185.48,185.48,192.4,199.32,2025-11-18 15:20:00 IST,143.96,SL_HIT,-1.0,10,75.0,True,True,True,True,True,NONE
THOMASCOOK,2025-12-31 10:15:00 IST,BEAR,2025-12-31 10:20:00 IST,148.73,137.04,172.11,172.11,177.95,183.8,2025-12-31 15:20:00 IST,137.04,SL_HIT,-1.0,6,75.0,True,True,True,True,True,NONE
THOMASCOOK,2026-03-20 10:15:00 IST,BEAR,2026-03-20 10:20:00 IST,103.34,85.85,138.33,138.32,147.07,155.81,2026-03-20 15:20:00 IST,99.74,HORIZON_REACHED,-0.206,20,75.0,True,True,True,True,True,NONE
THOMASCOOK,2026-05-07 10:15:00 IST,BEAR,2026-05-07 10:20:00 IST,99.69,91.21,116.64,116.65,120.89,125.13,2026-05-07 15:20:00 IST,91.21,SL_HIT,-1.0,3,75.0,True,True,True,True,True,NONE
KAJARIACER,2026-04-01 10:15:00 IST,BEAR,2026-04-01 10:20:00 IST,991.8,873.15,1229.1,1229.1,1288.42,1347.75,2026-04-01 15:20:00 IST,1229.1,T1_HIT,2.0,16,75.0,True,True,True,True,True,NONE
KAJARIACER,2026-04-09 10:15:00 IST,SIDEWAYS,2026-04-09 10:20:00 IST,1094.4,940.86,1401.48,1401.48,1478.25,1555.02,2026-04-09 15:20:00 IST,1104.07,HORIZON_REACHED,0.063,20,75.0,True,True,True,True,True,NONE
GUJENERGY,2025-12-31 10:15:00 IST,SIDEWAYS,2025-12-31 10:20:00 IST,412.2,385.21,466.18,466.18,479.68,493.17,2025-12-31 15:20:00 IST,425.34,HORIZON_REACHED,0.487,20,75.0,True,True,True,True,True,NONE
GUJENERGY,2026-04-17 10:15:00 IST,BEAR,2026-04-17 10:20:00 IST,362.8,311.92,464.57,464.56,490.0,515.44,2026-04-17 15:20:00 IST,369.92,HORIZON_REACHED,0.14,20,75.0,True,True,True,True,True,NONE
GUJENERGY,2026-05-29 10:15:00 IST,SIDEWAYS,2026-05-29 10:20:00 IST,401.15,366.97,469.51,469.51,486.6,503.69,2026-05-29 15:20:00 IST,366.97,SL_HIT,-1.0,18,75.0,True,True,True,True,True,NONE
^CNXINFRA,2025-10-29 10:15:00 IST,BULL,2025-10-29 10:20:00 IST,9661.85,9365.31,10254.93,10254.93,10403.2,10551.47,2025-10-29 15:20:00 IST,9682.01,HORIZON_REACHED,0.068,20,75.0,True,True,True,True,True,NONE
DPABHUSHAN,2026-04-08 10:15:00 IST,BEAR,2026-04-08 10:20:00 IST,1086.65,916.7,1426.55,1426.55,1511.53,1596.5,2026-04-08 15:20:00 IST,1105.68,HORIZON_REACHED,0.112,20,75.0,True,True,True,True,True,NONE
DPABHUSHAN,2026-05-22 10:15:00 IST,BEAR,2026-05-22 10:20:00 IST,967.1,861.65,1178.01,1178.0,1230.73,1283.45,2026-05-22 15:20:00 IST,918.28,HORIZON_REACHED,-0.463,20,75.0,True,True,True,True,True,NONE
GRAVITA,2026-02-03 10:15:00 IST,SIDEWAYS,2026-02-03 10:20:00 IST,1658.0,1452.55,2068.9,2068.9,2171.62,2274.35,2026-02-03 15:20:00 IST,1534.11,HORIZON_REACHED,-0.603,20,75.0,True,True,True,True,True,NONE
GRAVITA,2026-02-10 10:15:00 IST,SIDEWAYS,2026-02-10 10:20:00 IST,1701.0,1608.72,1885.57,1885.56,1931.7,1977.84,2026-02-10 15:20:00 IST,1608.72,SL_HIT,-1.0,8,75.0,True,True,True,True,True,NONE
NAM-INDIA,2026-01-30 10:15:00 IST,BULL,2026-01-30 10:20:00 IST,868.62,784.16,1037.53,1037.54,1079.77,1122.0,2026-01-30 15:20:00 IST,921.15,HORIZON_REACHED,0.622,20,75.0,True,True,True,True,True,NONE
NAM-INDIA,2026-04-17 10:15:00 IST,BULL,2026-04-17 10:20:00 IST,1004.09,873.13,1266.01,1266.01,1331.49,1396.97,2026-04-17 15:20:00 IST,1088.69,HORIZON_REACHED,0.646,20,75.0,True,True,True,True,True,NONE
SCHNEIDER,2025-11-04 10:15:00 IST,SIDEWAYS,2025-11-04 10:20:00 IST,889.95,830.9,1008.04,1008.05,1037.58,1067.1,2025-11-04 15:20:00 IST,830.9,SL_HIT,-1.0,3,75.0,True,True,True,True,True,NONE
SCHNEIDER,2025-12-03 10:15:00 IST,BEAR,2025-12-03 10:20:00 IST,773.8,705.44,910.52,910.52,944.7,978.88,2025-12-03 15:20:00 IST,705.44,SL_HIT,-1.0,10,75.0,True,True,True,True,True,NONE
SCHNEIDER,2026-07-03 10:15:00 IST,BULL,2026-07-03 10:20:00 IST,1481.6,1312.35,1820.11,1820.1,1904.72,1989.35,2026-07-03 15:20:00 IST,1312.35,SL_HIT,-1.0,10,75.0,True,True,True,True,True,NONE
STAR,2026-01-30 10:15:00 IST,SIDEWAYS,2026-01-30 10:20:00 IST,877.0,764.12,1102.76,1102.76,1159.2,1215.64,2026-01-30 15:20:00 IST,851.6,HORIZON_REACHED,-0.225,20,75.0,True,True,True,True,True,NONE
SMSPHARMA,2025-11-26 10:15:00 IST,BULL,2025-11-26 10:20:00 IST,322.3,268.56,429.78,429.78,456.65,483.52,2025-11-26 15:20:00 IST,311.71,HORIZON_REACHED,-0.197,20,75.0,True,True,True,True,True,NONE
MANAPPURAM,2026-01-07 10:15:00 IST,BULL,2026-01-07 10:20:00 IST,317.94,302.24,349.33,349.34,357.19,365.04,2026-01-07 15:20:00 IST,302.24,SL_HIT,-1.0,2,75.0,True,True,True,True,True,NONE
INDUSTOWER,2025-11-04 10:15:00 IST,BULL,2025-11-04 10:20:00 IST,392.55,361.79,454.07,454.07,469.45,484.83,2025-11-04 15:20:00 IST,404.64,HORIZON_REACHED,0.393,20,75.0,True,True,True,True,True,NONE
INDUSTOWER,2025-12-24 10:15:00 IST,BULL,2025-12-24 10:20:00 IST,423.9,402.56,466.58,466.58,477.25,487.92,2025-12-24 15:20:00 IST,402.56,SL_HIT,-1.0,19,75.0,True,True,True,True,True,NONE
INDUSTOWER,2026-01-01 10:15:00 IST,BULL,2026-01-01 10:20:00 IST,435.8,408.96,489.48,489.48,502.9,516.32,2026-01-01 15:20:00 IST,408.96,SL_HIT,-1.0,14,75.0,True,True,True,True,True,NONE
GLAND,2026-05-18 10:15:00 IST,BULL,2026-05-18 10:20:00 IST,2156.6,1806.14,2857.51,2857.52,3032.75,3207.98,2026-05-18 15:20:00 IST,2213.02,HORIZON_REACHED,0.161,20,75.0,True,True,True,True,True,NONE
INDHOTEL,2026-07-03 10:15:00 IST,BULL,2026-07-03 10:20:00 IST,728.6,699.89,786.03,786.02,800.38,814.73,2026-07-03 15:20:00 IST,738.56,HORIZON_REACHED,0.347,20,75.0,True,True,True,True,True,NONE
TIPSMUSIC,2025-11-26 10:15:00 IST,SIDEWAYS,2025-11-26 10:20:00 IST,527.17,479.28,622.95,622.95,646.89,670.84,2025-11-26 15:20:00 IST,520.51,HORIZON_REACHED,-0.139,20,75.0,True,True,True,True,True,NONE
TIPSMUSIC,2026-04-17 10:15:00 IST,BULL,2026-04-17 10:20:00 IST,585.55,518.94,718.76,718.77,752.07,785.38,2026-04-17 15:20:00 IST,646.63,HORIZON_REACHED,0.917,20,75.0,True,True,True,True,True,NONE
TIPSMUSIC,2026-06-05 10:15:00 IST,BULL,2026-06-05 10:20:00 IST,690.95,643.28,786.29,786.29,810.13,833.96,2026-06-05 15:20:00 IST,643.28,SL_HIT,-1.0,3,75.0,True,True,True,True,True,NONE
GICRE,2026-01-22 10:15:00 IST,SIDEWAYS,2026-01-22 10:20:00 IST,378.7,357.18,421.74,421.74,432.5,443.26,2026-01-22 15:20:00 IST,380.81,HORIZON_REACHED,0.098,20,75.0,True,True,True,True,True,NONE
GICRE,2026-02-06 10:15:00 IST,SIDEWAYS,2026-02-06 10:20:00 IST,380.55,364.82,412.02,412.01,419.88,427.74,2026-02-06 15:20:00 IST,364.82,SL_HIT,-1.0,17,75.0,True,True,True,True,True,NONE
GICRE,2026-04-01 10:15:00 IST,SIDEWAYS,2026-04-01 10:20:00 IST,380.1,350.02,440.26,440.26,455.3,470.34,2026-04-01 15:20:00 IST,393.4,HORIZON_REACHED,0.442,20,75.0,True,True,True,True,True,NONE
USHAMART,2026-07-03 10:15:00 IST,BULL,2026-07-03 10:20:00 IST,514.1,471.78,598.74,598.74,619.9,641.06,2026-07-03 15:20:00 IST,492.26,HORIZON_REACHED,-0.516,20,75.0,True,True,True,True,True,NONE
SKMEGGPROD,2025-12-10 10:15:00 IST,BULL,2025-12-10 10:20:00 IST,213.15,184.82,269.81,269.81,283.98,298.14,2025-12-10 15:20:00 IST,184.82,SL_HIT,-1.0,17,75.0,True,True,True,True,True,NONE
GODIGIT,2025-10-28 10:15:00 IST,SIDEWAYS,2025-10-28 10:20:00 IST,360.75,346.08,390.08,390.09,397.43,404.76,2025-10-28 15:20:00 IST,356.91,HORIZON_REACHED,-0.262,20,75.0,True,True,True,True,True,NONE
GODIGIT,2026-01-23 10:15:00 IST,BEAR,2026-01-23 10:20:00 IST,331.6,314.49,365.82,365.82,374.38,382.93,2026-01-23 15:20:00 IST,314.49,SL_HIT,-1.0,7,75.0,True,True,True,True,True,NONE
GODIGIT,2026-02-16 10:15:00 IST,SIDEWAYS,2026-02-16 10:20:00 IST,332.2,307.58,381.44,381.44,393.75,406.06,2026-02-16 15:20:00 IST,330.94,HORIZON_REACHED,-0.051,20,75.0,True,True,True,True,True,NONE
SIGACHI,2025-11-28 10:15:00 IST,BULL,2025-11-28 10:20:00 IST,38.19,33.42,47.73,47.73,50.11,52.5,2025-11-28 15:20:00 IST,33.42,SL_HIT,-1.0,6,75.0,True,True,True,True,True,NONE
PRESTIGE,2026-04-08 10:15:00 IST,BEAR,2026-04-08 10:20:00 IST,1319.14,1083.3,1790.82,1790.82,1908.74,2026.66,2026-04-08 15:20:00 IST,1481.63,HORIZON_REACHED,0.689,20,75.0,True,True,True,True,True,NONE
PRESTIGE,2026-07-02 10:15:00 IST,BULL,2026-07-02 10:20:00 IST,1672.0,1516.67,1982.65,1982.66,2060.32,2137.99,2026-07-02 15:20:00 IST,1592.78,HORIZON_REACHED,-0.51,20,75.0,True,True,True,True,True,NONE
KRBL,2025-11-12 10:15:00 IST,SIDEWAYS,2025-11-12 10:20:00 IST,389.65,367.89,433.17,433.17,444.05,454.93,2025-11-12 15:20:00 IST,433.17,T1_HIT,2.0,2,75.0,True,True,True,True,True,NONE
KRBL,2026-06-15 10:15:00 IST,SIDEWAYS,2026-06-15 10:20:00 IST,374.55,335.16,453.33,453.33,473.02,492.72,2026-06-15 15:20:00 IST,364.31,HORIZON_REACHED,-0.26,20,75.0,True,True,True,True,True,NONE
DRREDDY,2026-02-23 10:15:00 IST,BULL,2026-02-23 10:20:00 IST,1299.16,1247.0,1403.47,1403.48,1429.56,1455.64,2026-02-23 15:20:00 IST,1247.0,SL_HIT,-1.0,5,75.0,True,True,True,True,True,NONE
UNITDSPR,2026-01-30 10:15:00 IST,SIDEWAYS,2026-01-30 10:20:00 IST,1352.19,1287.63,1481.31,1481.31,1513.59,1545.87,2026-01-30 15:20:00 IST,1370.27,HORIZON_REACHED,0.28,20,75.0,True,True,True,True,True,NONE
UNITDSPR,2026-04-17 10:15:00 IST,SIDEWAYS,2026-04-17 10:20:00 IST,1292.94,1214.55,1449.73,1449.72,1488.92,1528.11,2026-04-17 15:20:00 IST,1310.58,HORIZON_REACHED,0.225,20,75.0,True,True,True,True,True,NONE
UNITDSPR,2026-05-15 10:15:00 IST,SIDEWAYS,2026-05-15 10:20:00 IST,1310.61,1223.75,1484.32,1484.33,1527.76,1571.19,2026-05-15 15:20:00 IST,1223.75,SL_HIT,-1.0,16,75.0,True,True,True,True,True,NONE
UNITDSPR,2026-07-24 10:15:00 IST,BULL,2026-07-24 10:20:00 IST,1467.2,1347.78,1706.04,1706.04,1765.75,1825.46,2026-07-24 15:20:00 IST,1556.05,HORIZON_REACHED,0.744,20,75.0,True,True,True,True,True,NONE
GRINDWELL,2026-05-11 10:15:00 IST,BULL,2026-05-11 10:20:00 IST,1781.59,1544.22,2256.33,2256.33,2375.01,2493.7,2026-05-11 15:20:00 IST,1937.3,HORIZON_REACHED,0.656,20,75.0,True,True,True,True,True,NONE
CHOLAHLDNG,2026-06-12 10:15:00 IST,BEAR,2026-06-12 10:20:00 IST,1524.2,1393.28,1786.04,1786.04,1851.5,1916.96,2026-06-12 15:20:00 IST,1652.11,HORIZON_REACHED,0.977,20,75.0,True,True,True,True,True,NONE
M&MFIN,2025-11-19 10:15:00 IST,BULL,2025-11-19 10:20:00 IST,322.59,297.87,372.04,372.03,384.39,396.75,2025-11-19 15:20:00 IST,372.03,T1_HIT,2.0,8,75.0,True,True,True,True,True,NONE
M&MFIN,2026-07-03 10:15:00 IST,BULL,2026-07-03 10:20:00 IST,326.7,298.74,382.61,382.62,396.6,410.58,2026-07-03 15:20:00 IST,382.62,T1_HIT,2.0,13,75.0,True,True,True,True,True,NONE
TEXRAIL,2025-08-01 10:15:00 IST,BULL,2025-08-01 10:20:00 IST,803.17,788.26,832.98,832.99,840.44,847.9,2025-08-01 15:20:00 IST,832.99,T1_HIT,2.0,3,75.0,True,True,True,True,True,NONE
THELEELA,2026-01-14 10:15:00 IST,BULL,2026-01-14 10:20:00 IST,452.25,413.69,529.38,529.37,548.65,567.93,2026-01-14 15:20:00 IST,413.69,SL_HIT,-1.0,4,75.0,True,True,True,True,True,NONE
THELEELA,2026-04-08 10:15:00 IST,SIDEWAYS,2026-04-08 10:20:00 IST,428.85,388.4,509.76,509.75,529.98,550.2,2026-04-08 15:20:00 IST,423.47,HORIZON_REACHED,-0.133,20,75.0,True,True,True,True,True,NONE
THELEELA,2026-06-12 10:15:00 IST,SIDEWAYS,2026-06-12 10:20:00 IST,429.8,400.99,487.42,487.42,501.83,516.23,2026-06-12 15:20:00 IST,487.42,T1_HIT,2.0,5,75.0,True,True,True,True,True,NONE
THELEELA,2026-07-31 10:15:00 IST,BULL,2026-07-31 10:20:00 IST,494.6,459.44,564.92,564.92,582.5,600.08,2026-07-31 15:20:00 IST,564.92,T1_HIT,2.0,16,75.0,True,True,True,True,True,NONE
NETWEB,2025-10-28 10:15:00 IST,BULL,2025-10-28 10:20:00 IST,4206.8,3678.54,5263.33,5263.32,5527.45,5791.58,2025-10-28 15:20:00 IST,3678.54,SL_HIT,-1.0,5,75.0,True,True,True,True,True,NONE
NETWEB,2026-02-27 10:15:00 IST,BULL,2026-02-27 10:20:00 IST,3861.4,3362.49,4859.23,4859.22,5108.68,5358.13,2026-02-27 15:20:00 IST,3362.49,SL_HIT,-1.0,3,75.0,True,True,True,True,True,NONE
NETWEB,2026-05-29 10:15:00 IST,BULL,2026-05-29 10:20:00 IST,4670.7,3772.3,6467.49,6467.5,6916.7,7365.9,2026-05-29 15:20:00 IST,4943.81,HORIZON_REACHED,0.304,20,75.0,True,True,True,True,True,NONE
GALAPREC,2026-02-02 10:15:00 IST,BULL,2026-02-02 10:20:00 IST,825.1,675.17,1124.96,1124.96,1199.93,1274.89,2026-02-02 15:20:00 IST,675.17,SL_HIT,-1.0,20,75.0,True,True,True,True,True,NONE
GALAPREC,2026-05-04 10:15:00 IST,SIDEWAYS,2026-05-04 10:20:00 IST,783.85,724.27,903.01,903.01,932.8,962.59,2026-05-04 15:20:00 IST,903.01,T1_HIT,2.0,10,75.0,True,True,True,True,True,NONE
GALAPREC,2026-06-15 10:15:00 IST,BULL,2026-06-15 10:20:00 IST,1034.05,865.76,1370.63,1370.63,1454.77,1538.92,2026-06-15 15:20:00 IST,1156.73,HORIZON_REACHED,0.729,20,75.0,True,True,True,True,True,NONE
GALAPREC,2026-06-22 10:15:00 IST,BULL,2026-06-22 10:20:00 IST,1173.1,950.7,1617.9,1617.9,1729.1,1840.3,2026-06-22 15:20:00 IST,1214.91,HORIZON_REACHED,0.188,20,75.0,True,True,True,True,True,NONE
UNOMINDA,2025-11-26 10:15:00 IST,BULL,2025-11-26 10:20:00 IST,1317.09,1266.37,1418.53,1418.53,1443.89,1469.25,2025-11-26 15:20:00 IST,1266.37,SL_HIT,-1.0,5,75.0,True,True,True,True,True,NONE
AWL,2026-03-20 10:15:00 IST,BEAR,2026-03-20 10:20:00 IST,191.1,169.55,234.21,234.2,244.97,255.75,2026-03-20 15:20:00 IST,196.25,HORIZON_REACHED,0.239,20,75.0,True,True,True,True,True,NONE
HCLTECH,2025-11-19 10:15:00 IST,BULL,2025-11-19 10:20:00 IST,1603.27,1514.7,1780.4,1780.41,1824.69,1868.98,2025-11-19 15:20:00 IST,1595.92,HORIZON_REACHED,-0.083,20,75.0,True,True,True,True,True,NONE
HCLTECH,2026-05-29 10:15:00 IST,BEAR,2026-05-29 10:20:00 IST,1171.84,1139.81,1235.89,1235.9,1251.91,1267.93,2026-05-29 15:20:00 IST,1235.9,T1_HIT,2.0,2,75.0,True,True,True,True,True,NONE
HCLTECH,2026-07-03 10:15:00 IST,BEAR,2026-07-03 10:20:00 IST,1127.49,1016.71,1349.04,1349.05,1404.44,1459.83,2026-07-03 15:20:00 IST,1349.05,T1_HIT,2.0,18,75.0,True,True,True,True,True,NONE
BLUEJET,2026-07-10 10:15:00 IST,BULL,2026-07-10 10:20:00 IST,624.05,545.93,780.29,780.29,819.35,858.41,2026-07-10 15:20:00 IST,593.9,HORIZON_REACHED,-0.386,20,75.0,True,True,True,True,True,NONE
BLUEJET,2026-07-31 10:15:00 IST,BULL,2026-07-31 10:20:00 IST,626.25,561.73,755.3,755.29,787.55,819.81,2026-07-31 15:20:00 IST,576.57,HORIZON_REACHED,-0.77,20,75.0,True,True,True,True,True,NONE
COFORGE,2025-11-19 10:15:00 IST,BULL,2025-11-19 10:20:00 IST,1853.77,1747.96,2065.4,2065.39,2118.3,2171.2,2025-11-19 15:20:00 IST,1840.33,HORIZON_REACHED,-0.127,20,75.0,True,True,True,True,True,NONE
SOLARINDS,2026-03-02 10:15:00 IST,BULL,2026-03-02 10:20:00 IST,13989.0,13043.94,15879.11,15879.12,16351.65,16824.18,2026-03-02 15:20:00 IST,13043.94,SL_HIT,-1.0,13,75.0,True,True,True,True,True,NONE
SOLARINDS,2026-07-20 10:15:00 IST,BULL,2026-07-20 10:20:00 IST,19028.0,17881.83,21320.34,21320.34,21893.42,22466.51,2026-07-20 15:20:00 IST,17881.83,SL_HIT,-1.0,8,75.0,True,True,True,True,True,NONE
