scanner,candidate_id,timing_mode,compound,be_threshold,n,net_wr,net_er,net_pf,max_dd_r,r5_pct,lock_n,lock_wr,lock_er,lock_pf,bull_n,bull_wr,bull_er,neut_n,neut_wr,neut_er,bear_n,bear_wr,bear_er
REVERSAL,REVERSAL_V514_T1_CONFIRM_GREEN_STRUCTURE_TIGHT_BULL_RS70_BE12,T1_CONFIRM_GREEN,STRUCTURE_TIGHT_BULL_RS70,1.2,1048,47.81,0.1561,1.309,27.14,0.0,178,47.19,0.2089,1.431,1048,47.81,0.1561,0,0.0,-9.99,0,0.0,-9.99
REVERSAL,REVERSAL_V514_T1_CONFIRM_GREEN_STRUCTURE_TIGHT_BULL_RS70_BE15,T1_CONFIRM_GREEN,STRUCTURE_TIGHT_BULL_RS70,1.5,1048,47.81,0.1343,1.255,30.55,0.0,178,47.19,0.1867,1.368,1048,47.81,0.1343,0,0.0,-9.99,0,0.0,-9.99
REVERSAL,REVERSAL_V514_T1_CONFIRM_GREEN_STRUCTURE_TIGHT_NONBEAR_CPOS75_BE0,T1_CONFIRM_GREEN,STRUCTURE_TIGHT_NONBEAR_CPOS75,0.0,2611,45.12,0.0247,1.042,90.77,0.0,505,46.93,0.1039,1.184,1671,45.84,0.0483,940,43.83,-0.0173,0,0.0,-9.99
REVERSAL,REVERSAL_V514_T1_CONFIRM_GREEN_STRUCTURE_TIGHT_NONBEAR_CPOS75_BE5,T1_CONFIRM_GREEN,STRUCTURE_TIGHT_NONBEAR_CPOS75,0.5,2611,45.12,0.2317,1.61,25.71,0.0,505,46.93,0.3223,1.931,1671,45.84,0.2527,940,43.83,0.1944,0,0.0,-9.99
REVERSAL,REVERSAL_V514_T1_CONFIRM_GREEN_STRUCTURE_TIGHT_NONBEAR_CPOS75_BE8,T1_CONFIRM_GREEN,STRUCTURE_TIGHT_NONBEAR_CPOS75,0.8,2611,45.12,0.1363,1.287,32.41,0.0,505,46.93,0.2299,1.524,1671,45.84,0.1633,940,43.83,0.0883,0,0.0,-9.99
REVERSAL,REVERSAL_V514_T1_CONFIRM_GREEN_STRUCTURE_TIGHT_NONBEAR_CPOS75_BE10,T1_CONFIRM_GREEN,STRUCTURE_TIGHT_NONBEAR_CPOS75,1.0,2611,45.12,0.0982,1.191,47.88,0.0,505,46.93,0.1837,1.379,1671,45.84,0.1226,940,43.83,0.0549,0,0.0,-9.99
REVERSAL,REVERSAL_V514_T1_CONFIRM_GREEN_STRUCTURE_TIGHT_NONBEAR_CPOS75_BE12,T1_CONFIRM_GREEN,STRUCTURE_TIGHT_NONBEAR_CPOS75,1.2,2611,45.12,0.0713,1.132,63.8,0.0,505,46.93,0.1653,1.329,1671,45.84,0.0947,940,43.83,0.0297,0,0.0,-9.99
REVERSAL,REVERSAL_V514_T1_CONFIRM_GREEN_STRUCTURE_TIGHT_NONBEAR_CPOS75_BE15,T1_CONFIRM_GREEN,STRUCTURE_TIGHT_NONBEAR_CPOS75,1.5,2611,45.12,0.0497,1.088,76.98,0.0,505,46.93,0.1396,1.264,1671,45.84,0.0727,940,43.83,0.0087,0,0.0,-9.99
REVERSAL,REVERSAL_V514_T2_CONFIRM_DEFENSE_CPOS75_RS70_BE0,T2_CONFIRM_DEFENSE,CPOS75_RS70,0.0,1127,42.59,-0.0107,0.983,66.05,0.0,199,47.74,0.1883,1.334,817,42.96,-0.0162,196,37.76,-0.1472,114,48.25,0.2633
REVERSAL,REVERSAL_V514_T2_CONFIRM_DEFENSE_CPOS75_RS70_BE5,T2_CONFIRM_DEFENSE,CPOS75_RS70,0.5,1127,42.59,0.234,1.613,11.21,0.0,199,47.74,0.4755,2.716,817,42.96,0.234,196,37.76,0.0802,114,48.25,0.4984
REVERSAL,REVERSAL_V514_T2_CONFIRM_DEFENSE_CPOS75_RS70_BE8,T2_CONFIRM_DEFENSE,CPOS75_RS70,0.8,1127,42.59,0.1361,1.284,17.75,0.0,199,47.74,0.3623,1.928,817,42.96,0.1382,196,37.76,-0.0292,114,48.25,0.4054
REVERSAL,REVERSAL_V514_T2_CONFIRM_DEFENSE_CPOS75_RS70_BE10,T2_CONFIRM_DEFENSE,CPOS75_RS70,1.0,1127,42.59,0.101,1.196,26.78,0.0,199,47.74,0.3303,1.782,817,42.96,0.0993,196,37.76,-0.0636,114,48.25,0.3961
REVERSAL,REVERSAL_V514_T2_CONFIRM_DEFENSE_CPOS75_RS70_BE12,T2_CONFIRM_DEFENSE,CPOS75_RS70,1.2,1127,42.59,0.054,1.096,35.8,0.0,199,47.74,0.2734,1.57,817,42.96,0.0538,196,37.76,-0.1076,114,48.25,0.3333
REVERSAL,REVERSAL_V514_T2_CONFIRM_DEFENSE_CPOS75_RS70_BE15,T2_CONFIRM_DEFENSE,CPOS75_RS70,1.5,1127,42.59,0.0222,1.037,46.5,0.0,199,47.74,0.2312,1.443,817,42.96,0.0209,196,37.76,-0.1238,114,48.25,0.2824
REVERSAL,REVERSAL_V514_T2_CONFIRM_DEFENSE_CPOS75_VOL14X_BE0,T2_CONFIRM_DEFENSE,CPOS75_VOL14X,0.0,1105,49.86,0.1967,1.363,18.07,0.0,195,53.85,0.338,1.676,445,52.36,0.2216,285,43.51,0.0042,375,51.73,0.3136
REVERSAL,REVERSAL_V514_T2_CONFIRM_DEFENSE_CPOS75_VOL14X_BE5,T2_CONFIRM_DEFENSE,CPOS75_VOL14X,0.5,1105,49.86,0.3878,2.106,10.8,0.0,195,53.85,0.4897,2.406,445,52.36,0.4058,285,43.51,0.2524,375,51.73,0.4692
REVERSAL,REVERSAL_V514_T2_CONFIRM_DEFENSE_CPOS75_VOL14X_BE8,T2_CONFIRM_DEFENSE,CPOS75_VOL14X,0.8,1105,49.86,0.2922,1.655,14.59,0.0,195,53.85,0.4325,2.066,445,52.36,0.3104,285,43.51,0.1196,375,51.73,0.4019
REVERSAL,REVERSAL_V514_T2_CONFIRM_DEFENSE_CPOS75_VOL14X_BE10,T2_CONFIRM_DEFENSE,CPOS75_VOL14X,1.0,1105,49.86,0.2643,1.558,14.59,0.0,195,53.85,0.4016,1.92,445,52.36,0.2915,285,43.51,0.0697,375,51.73,0.38
REVERSAL,REVERSAL_V514_T2_CONFIRM_DEFENSE_CPOS75_VOL14X_BE12,T2_CONFIRM_DEFENSE,CPOS75_VOL14X,1.2,1105,49.86,0.2404,1.483,14.89,0.0,195,53.85,0.3679,1.783,445,52.36,0.2664,285,43.51,0.043,375,51.73,0.3596
REVERSAL,REVERSAL_V514_T2_CONFIRM_DEFENSE_CPOS75_VOL14X_BE15,T2_CONFIRM_DEFENSE,CPOS75_VOL14X,1.5,1105,49.86,0.2186,1.421,15.95,0.0,195,53.85,0.3601,1.754,445,52.36,0.2461,285,43.51,0.0214,375,51.73,0.3357
REVERSAL,REVERSAL_V514_T2_CONFIRM_DEFENSE_RS70_VOL14X_BE0,T2_CONFIRM_DEFENSE,RS70_VOL14X,0.0,354,54.24,0.2759,1.553,9.71,0.0,48,56.25,0.3979,1.81,265,53.58,0.2318,55,49.09,0.2099,34,67.65,0.7263
REVERSAL,REVERSAL_V514_T2_CONFIRM_DEFENSE_RS70_VOL14X_BE5,T2_CONFIRM_DEFENSE,RS70_VOL14X,0.5,354,54.24,0.4865,2.688,5.41,0.0,48,56.25,0.5525,2.641,265,53.58,0.4579,55,49.09,0.4377,34,67.65,0.7886
REVERSAL,REVERSAL_V514_T2_CONFIRM_DEFENSE_RS70_VOL14X_BE8,T2_CONFIRM_DEFENSE,RS70_VOL14X,0.8,354,54.24,0.3842,1.984,8.65,0.0,48,56.25,0.5083,2.335,265,53.58,0.3469,55,49.09,0.3141,34,67.65,0.7886
REVERSAL,REVERSAL_V514_T2_CONFIRM_DEFENSE_RS70_VOL14X_BE10,T2_CONFIRM_DEFENSE,RS70_VOL14X,1.0,354,54.24,0.3569,1.854,8.65,0.0,48,56.25,0.5083,2.335,265,53.58,0.3184,55,49.09,0.2756,34,67.65,0.7886
REVERSAL,REVERSAL_V514_T2_CONFIRM_DEFENSE_RS70_VOL14X_BE12,T2_CONFIRM_DEFENSE,RS70_VOL14X,1.2,354,54.24,0.3308,1.745,9.71,0.0,48,56.25,0.4641,2.092,265,53.58,0.2878,55,49.09,0.274,34,67.65,0.7575
REVERSAL,REVERSAL_V514_T2_CONFIRM_DEFENSE_RS70_VOL14X_BE15,T2_CONFIRM_DEFENSE,RS70_VOL14X,1.5,354,54.24,0.3098,1.666,9.71,0.0,48,56.25,0.4421,1.989,265,53.58,0.2638,55,49.09,0.2547,34,67.65,0.7575
REVERSAL,REVERSAL_V514_T2_CONFIRM_DEFENSE_BULL_CPOS75_BE0,T2_CONFIRM_DEFENSE,BULL_CPOS75,0.0,2244,44.39,0.0315,1.052,38.36,0.0,501,44.71,0.0838,1.139,2244,44.39,0.0315,0,0.0,-9.99,0,0.0,-9.99
REVERSAL,REVERSAL_V514_T2_CONFIRM_DEFENSE_BULL_CPOS75_BE5,T2_CONFIRM_DEFENSE,BULL_CPOS75,0.5,2244,44.39,0.2609,1.692,15.0,0.0,501,44.71,0.3271,1.906,2244,44.39,0.2609,0,0.0,-9.99,0,0.0,-9.99
REVERSAL,REVERSAL_V514_T2_CONFIRM_DEFENSE_BULL_CPOS75_BE8,T2_CONFIRM_DEFENSE,BULL_CPOS75,0.8,2244,44.39,0.1692,1.361,18.26,0.0,501,44.71,0.2268,1.492,2244,44.39,0.1692,0,0.0,-9.99,0,0.0,-9.99
REVERSAL,REVERSAL_V514_T2_CONFIRM_DEFENSE_BULL_CPOS75_BE10,T2_CONFIRM_DEFENSE,BULL_CPOS75,1.0,2244,44.39,0.1292,1.254,24.27,0.0,501,44.71,0.1887,1.378,2244,44.39,0.1292,0,0.0,-9.99,0,0.0,-9.99
REVERSAL,REVERSAL_V514_T2_CONFIRM_DEFENSE_BULL_CPOS75_BE12,T2_CONFIRM_DEFENSE,BULL_CPOS75,1.2,2244,44.39,0.0939,1.173,25.33,0.0,501,44.71,0.1498,1.278,2244,44.39,0.0939,0,0.0,-9.99,0,0.0,-9.99
REVERSAL,REVERSAL_V514_T2_CONFIRM_DEFENSE_BULL_CPOS75_BE15,T2_CONFIRM_DEFENSE,BULL_CPOS75,1.5,2244,44.39,0.0641,1.112,27.45,0.0,501,44.71,0.1204,1.212,2244,44.39,0.0641,0,0.0,-9.99,0,0.0,-9.99
REVERSAL,REVERSAL_V514_T2_CONFIRM_DEFENSE_BULL_RS70_BE0,T2_CONFIRM_DEFENSE,BULL_RS70,0.0,1419,45.88,0.0703,1.119,36.54,0.0,268,47.01,0.1451,1.245,1419,45.88,0.0703,0,0.0,-9.99,0,0.0,-9.99
REVERSAL,REVERSAL_V514_T2_CONFIRM_DEFENSE_BULL_RS70_BE5,T2_CONFIRM_DEFENSE,BULL_RS70,0.5,1419,45.88,0.3047,1.854,11.14,0.0,268,47.01,0.4159,2.295,1419,45.88,0.3047,0,0.0,-9.99,0,0.0,-9.99
REVERSAL,REVERSAL_V514_T2_CONFIRM_DEFENSE_BULL_RS70_BE8,T2_CONFIRM_DEFENSE,BULL_RS70,0.8,1419,45.88,0.2159,1.484,16.14,0.0,268,47.01,0.3365,1.84,1419,45.88,0.2159,0,0.0,-9.99,0,0.0,-9.99
REVERSAL,REVERSAL_V514_T2_CONFIRM_DEFENSE_BULL_RS70_BE10,T2_CONFIRM_DEFENSE,BULL_RS70,1.0,1419,45.88,0.1765,1.364,16.14,0.0,268,47.01,0.2945,1.665,1419,45.88,0.1765,0,0.0,-9.99,0,0.0,-9.99
REVERSAL,REVERSAL_V514_T2_CONFIRM_DEFENSE_BULL_RS70_BE12,T2_CONFIRM_DEFENSE,BULL_RS70,1.2,1419,45.88,0.1377,1.263,18.92,0.0,268,47.01,0.2548,1.528,1419,45.88,0.1377,0,0.0,-9.99,0,0.0,-9.99
REVERSAL,REVERSAL_V514_T2_CONFIRM_DEFENSE_BULL_RS70_BE15,T2_CONFIRM_DEFENSE,BULL_RS70,1.5,1419,45.88,0.1075,1.194,25.63,0.0,268,47.01,0.2163,1.415,1419,45.88,0.1075,0,0.0,-9.99,0,0.0,-9.99
REVERSAL,REVERSAL_V514_T2_CONFIRM_DEFENSE_BULL_TIGHT_SPAN_BE0,T2_CONFIRM_DEFENSE,BULL_TIGHT_SPAN,0.0,3998,45.6,0.0648,1.11,43.83,0.0,906,43.49,0.0356,1.058,3998,45.6,0.0648,0,0.0,-9.99,0,0.0,-9.99
REVERSAL,REVERSAL_V514_T2_CONFIRM_DEFENSE_BULL_TIGHT_SPAN_BE5,T2_CONFIRM_DEFENSE,BULL_TIGHT_SPAN,0.5,3998,45.6,0.2927,1.807,16.63,0.0,906,43.49,0.29,1.802,3998,45.6,0.2927,0,0.0,-9.99,0,0.0,-9.99
REVERSAL,REVERSAL_V514_T2_CONFIRM_DEFENSE_BULL_TIGHT_SPAN_BE8,T2_CONFIRM_DEFENSE,BULL_TIGHT_SPAN,0.8,3998,45.6,0.2007,1.441,20.38,0.0,906,43.49,0.1831,1.391,3998,45.6,0.2007,0,0.0,-9.99,0,0.0,-9.99
REVERSAL,REVERSAL_V514_T2_CONFIRM_DEFENSE_BULL_TIGHT_SPAN_BE10,T2_CONFIRM_DEFENSE,BULL_TIGHT_SPAN,1.0,3998,45.6,0.1601,1.323,26.71,0.0,906,43.49,0.1414,1.277,3998,45.6,0.1601,0,0.0,-9.99,0,0.0,-9.99
REVERSAL,REVERSAL_V514_T2_CONFIRM_DEFENSE_BULL_TIGHT_SPAN_BE12,T2_CONFIRM_DEFENSE,BULL_TIGHT_SPAN,1.2,3998,45.6,0.1278,1.242,30.69,0.0,906,43.49,0.1137,1.211,3998,45.6,0.1278,0,0.0,-9.99,0,0.0,-9.99
REVERSAL,REVERSAL_V514_T2_CONFIRM_DEFENSE_BULL_TIGHT_SPAN_BE15,T2_CONFIRM_DEFENSE,BULL_TIGHT_SPAN,1.5,3998,45.6,0.0991,1.178,35.71,0.0,906,43.49,0.0792,1.138,3998,45.6,0.0991,0,0.0,-9.99,0,0.0,-9.99
REVERSAL,REVERSAL_V514_T2_CONFIRM_DEFENSE_NONBEAR_CPOS75_RS70_BE0,T2_CONFIRM_DEFENSE,NONBEAR_CPOS75_RS70,0.0,1013,41.95,-0.0416,0.934,59.77,0.0,170,46.47,0.1416,1.244,817,42.96,-0.0162,196,37.76,-0.1472,0,0.0,-9.99
REVERSAL,REVERSAL_V514_T2_CONFIRM_DEFENSE_NONBEAR_CPOS75_RS70_BE5,T2_CONFIRM_DEFENSE,NONBEAR_CPOS75_RS70,0.5,1013,41.95,0.2042,1.525,11.06,0.0,170,46.47,0.4222,2.404,817,42.96,0.234,196,37.76,0.0802,0,0.0,-9.99
REVERSAL,REVERSAL_V514_T2_CONFIRM_DEFENSE_NONBEAR_CPOS75_RS70_BE8,T2_CONFIRM_DEFENSE,NONBEAR_CPOS75_RS70,0.8,1013,41.95,0.1058,1.217,14.89,0.0,170,46.47,0.3147,1.771,817,42.96,0.1382,196,37.76,-0.0292,0,0.0,-9.99
REVERSAL,REVERSAL_V514_T2_CONFIRM_DEFENSE_NONBEAR_CPOS75_RS70_BE10,T2_CONFIRM_DEFENSE,NONBEAR_CPOS75_RS70,1.0,1013,41.95,0.0678,1.129,21.18,0.0,170,46.47,0.2835,1.645,817,42.96,0.0993,196,37.76,-0.0636,0,0.0,-9.99
REVERSAL,REVERSAL_V514_T2_CONFIRM_DEFENSE_NONBEAR_CPOS75_RS70_BE12,T2_CONFIRM_DEFENSE,NONBEAR_CPOS75_RS70,1.2,1013,41.95,0.0226,1.04,28.83,0.0,170,46.47,0.2272,1.458,817,42.96,0.0538,196,37.76,-0.1076,0,0.0,-9.99
REVERSAL,REVERSAL_V514_T2_CONFIRM_DEFENSE_NONBEAR_CPOS75_RS70_BE15,T2_CONFIRM_DEFENSE,NONBEAR_CPOS75_RS70,1.5,1013,41.95,-0.0071,0.988,37.43,0.0,170,46.47,0.1915,1.36,817,42.96,0.0209,196,37.76,-0.1238,0,0.0,-9.99
REVERSAL,REVERSAL_V514_T2_CONFIRM_DEFENSE_BULL_CPOS75_RS70_BE0,T2_CONFIRM_DEFENSE,BULL_CPOS75_RS70,0.0,817,42.96,-0.0162,0.974,39.76,0.0,151,45.7,0.1064,1.176,817,42.96,-0.0162,0,0.0,-9.99,0,0.0,-9.99
REVERSAL,REVERSAL_V514_T2_CONFIRM_DEFENSE_BULL_CPOS75_RS70_BE5,T2_CONFIRM_DEFENSE,BULL_CPOS75_RS70,0.5,817,42.96,0.234,1.626,10.24,0.0,151,45.7,0.3931,2.231,817,42.96,0.234,0,0.0,-9.99,0,0.0,-9.99
REVERSAL,REVERSAL_V514_T2_CONFIRM_DEFENSE_BULL_CPOS75_RS70_BE8,T2_CONFIRM_DEFENSE,BULL_CPOS75_RS70,0.8,817,42.96,0.1382,1.294,11.5,0.0,151,45.7,0.2872,1.675,817,42.96,0.1382,0,0.0,-9.99,0,0.0,-9.99
REVERSAL,REVERSAL_V514_T2_CONFIRM_DEFENSE_BULL_CPOS75_RS70_BE10,T2_CONFIRM_DEFENSE,BULL_CPOS75_RS70,1.0,817,42.96,0.0993,1.195,13.92,0.0,151,45.7,0.2521,1.547,817,42.96,0.0993,0,0.0,-9.99,0,0.0,-9.99
REVERSAL,REVERSAL_V514_T2_CONFIRM_DEFENSE_BULL_CPOS75_RS70_BE12,T2_CONFIRM_DEFENSE,BULL_CPOS75_RS70,1.2,817,42.96,0.0538,1.097,20.38,0.0,151,45.7,0.1957,1.379,817,42.96,0.0538,0,0.0,-9.99,0,0.0,-9.99
REVERSAL,REVERSAL_V514_T2_CONFIRM_DEFENSE_BULL_CPOS75_RS70_BE15,T2_CONFIRM_DEFENSE,BULL_CPOS75_RS70,1.5,817,42.96,0.0209,1.036,24.04,0.0,151,45.7,0.1555,1.279,817,42.96,0.0209,0,0.0,-9.99,0,0.0,-9.99
REVERSAL,REVERSAL_V514_T2_CONFIRM_DEFENSE_BULL_CPOS75_VOL14X_BE0,T2_CONFIRM_DEFENSE,BULL_CPOS75_VOL14X,0.0,445,52.36,0.2216,1.429,9.96,0.0,77,55.84,0.3691,1.718,445,52.36,0.2216,0,0.0,-9.99,0,0.0,-9.99
REVERSAL,REVERSAL_V514_T2_CONFIRM_DEFENSE_BULL_CPOS75_VOL14X_BE5,T2_CONFIRM_DEFENSE,BULL_CPOS75_VOL14X,0.5,445,52.36,0.4058,2.221,6.45,0.0,77,55.84,0.5205,2.437,445,52.36,0.4058,0,0.0,-9.99,0,0.0,-9.99
REVERSAL,REVERSAL_V514_T2_CONFIRM_DEFENSE_BULL_CPOS75_VOL14X_BE8,T2_CONFIRM_DEFENSE,BULL_CPOS75_VOL14X,0.8,445,52.36,0.3104,1.726,7.63,0.0,77,55.84,0.4654,2.115,445,52.36,0.3104,0,0.0,-9.99,0,0.0,-9.99
REVERSAL,REVERSAL_V514_T2_CONFIRM_DEFENSE_BULL_CPOS75_VOL14X_BE10,T2_CONFIRM_DEFENSE,BULL_CPOS75_VOL14X,1.0,445,52.36,0.2915,1.652,7.63,0.0,77,55.84,0.4654,2.115,445,52.36,0.2915,0,0.0,-9.99,0,0.0,-9.99
REVERSAL,REVERSAL_V514_T2_CONFIRM_DEFENSE_BULL_CPOS75_VOL14X_BE12,T2_CONFIRM_DEFENSE,BULL_CPOS75_VOL14X,1.2,445,52.36,0.2664,1.565,8.57,0.0,77,55.84,0.4241,1.925,445,52.36,0.2664,0,0.0,-9.99,0,0.0,-9.99
REVERSAL,REVERSAL_V514_T2_CONFIRM_DEFENSE_BULL_CPOS75_VOL14X_BE15,T2_CONFIRM_DEFENSE,BULL_CPOS75_VOL14X,1.5,445,52.36,0.2461,1.5,8.9,0.0,77,55.84,0.4104,1.869,445,52.36,0.2461,0,0.0,-9.99,0,0.0,-9.99
REVERSAL,REVERSAL_V514_T2_CONFIRM_DEFENSE_BULL_RS70_VOL14X_BE0,T2_CONFIRM_DEFENSE,BULL_RS70_VOL14X,0.0,265,53.58,0.2318,1.452,11.36,0.0,41,51.22,0.2239,1.41,265,53.58,0.2318,0,0.0,-9.99,0,0.0,-9.99
REVERSAL,REVERSAL_V514_T2_CONFIRM_DEFENSE_BULL_RS70_VOL14X_BE5,T2_CONFIRM_DEFENSE,BULL_RS70_VOL14X,0.5,265,53.58,0.4579,2.596,4.35,0.0,41,51.22,0.4049,2.11,265,53.58,0.4579,0,0.0,-9.99,0,0.0,-9.99
REVERSAL,REVERSAL_V514_T2_CONFIRM_DEFENSE_BULL_RS70_VOL14X_BE8,T2_CONFIRM_DEFENSE,BULL_RS70_VOL14X,0.8,265,53.58,0.3469,1.872,8.93,0.0,41,51.22,0.3532,1.848,265,53.58,0.3469,0,0.0,-9.99,0,0.0,-9.99
REVERSAL,REVERSAL_V514_T2_CONFIRM_DEFENSE_BULL_RS70_VOL14X_BE10,T2_CONFIRM_DEFENSE,BULL_RS70_VOL14X,1.0,265,53.58,0.3184,1.747,8.93,0.0,41,51.22,0.3532,1.848,265,53.58,0.3184,0,0.0,-9.99,0,0.0,-9.99
REVERSAL,REVERSAL_V514_T2_CONFIRM_DEFENSE_BULL_RS70_VOL14X_BE12,T2_CONFIRM_DEFENSE,BULL_RS70_VOL14X,1.2,265,53.58,0.2878,1.63,9.99,0.0,41,51.22,0.3015,1.644,265,53.58,0.2878,0,0.0,-9.99,0,0.0,-9.99
REVERSAL,REVERSAL_V514_T2_CONFIRM_DEFENSE_BULL_RS70_VOL14X_BE15,T2_CONFIRM_DEFENSE,BULL_RS70_VOL14X,1.5,265,53.58,0.2638,1.548,9.99,0.0,41,51.22,0.2756,1.558,265,53.58,0.2638,0,0.0,-9.99,0,0.0,-9.99
REVERSAL,REVERSAL_V514_T2_CONFIRM_DEFENSE_TRIPLE_CPOS75_RS70_VOL14X_BE0,T2_CONFIRM_DEFENSE,TRIPLE_CPOS75_RS70_VOL14X,0.0,208,56.73,0.3332,1.709,6.73,0.0,26,61.54,0.4664,2.006,147,57.82,0.3073,35,45.71,0.1386,26,65.38,0.7415
REVERSAL,REVERSAL_V514_T2_CONFIRM_DEFENSE_TRIPLE_CPOS75_RS70_VOL14X_BE5,T2_CONFIRM_DEFENSE,TRIPLE_CPOS75_RS70_VOL14X,0.5,208,56.73,0.5412,3.067,5.12,0.0,26,61.54,0.6295,3.093,147,57.82,0.5237,35,45.71,0.4054,26,65.38,0.823
REVERSAL,REVERSAL_V514_T2_CONFIRM_DEFENSE_TRIPLE_CPOS75_RS70_VOL14X_BE8,T2_CONFIRM_DEFENSE,TRIPLE_CPOS75_RS70_VOL14X,0.8,208,56.73,0.429,2.147,6.62,0.0,26,61.54,0.5479,2.433,147,57.82,0.4039,35,45.71,0.2415,26,65.38,0.823
REVERSAL,REVERSAL_V514_T2_CONFIRM_DEFENSE_TRIPLE_CPOS75_RS70_VOL14X_BE10,T2_CONFIRM_DEFENSE,TRIPLE_CPOS75_RS70_VOL14X,1.0,208,56.73,0.4028,2.007,6.62,0.0,26,61.54,0.5479,2.433,147,57.82,0.3814,35,45.71,0.1809,26,65.38,0.823
REVERSAL,REVERSAL_V514_T2_CONFIRM_DEFENSE_TRIPLE_CPOS75_RS70_VOL14X_BE12,T2_CONFIRM_DEFENSE,TRIPLE_CPOS75_RS70_VOL14X,1.2,208,56.73,0.3705,1.857,6.73,0.0,26,61.54,0.4664,2.006,147,57.82,0.3433,35,45.71,0.1785,26,65.38,0.7823
REVERSAL,REVERSAL_V514_T2_CONFIRM_DEFENSE_TRIPLE_CPOS75_RS70_VOL14X_BE15,T2_CONFIRM_DEFENSE,TRIPLE_CPOS75_RS70_VOL14X,1.5,208,56.73,0.3603,1.814,6.73,0.0,26,61.54,0.4664,2.006,147,57.82,0.3289,35,45.71,0.1785,26,65.38,0.7823
REVERSAL,REVERSAL_V514_T2_CONFIRM_DEFENSE_QUAD_BULL_CPOS75_RS70_VOL14X_BE0,T2_CONFIRM_DEFENSE,QUAD_BULL_CPOS75_RS70_VOL14X,0.0,147,57.82,0.3073,1.668,5.16,0.0,21,57.14,0.2817,1.545,147,57.82,0.3073,0,0.0,-9.99,0,0.0,-9.99
REVERSAL,REVERSAL_V514_T2_CONFIRM_DEFENSE_QUAD_BULL_CPOS75_RS70_VOL14X_BE5,T2_CONFIRM_DEFENSE,QUAD_BULL_CPOS75_RS70_VOL14X,0.5,147,57.82,0.5237,3.152,3.96,0.0,21,57.14,0.4836,2.536,147,57.82,0.5237,0,0.0,-9.99,0,0.0,-9.99
REVERSAL,REVERSAL_V514_T2_CONFIRM_DEFENSE_QUAD_BULL_CPOS75_RS70_VOL14X_BE8,T2_CONFIRM_DEFENSE,QUAD_BULL_CPOS75_RS70_VOL14X,0.8,147,57.82,0.4039,2.113,5.16,0.0,21,57.14,0.3827,1.92,147,57.82,0.4039,0,0.0,-9.99,0,0.0,-9.99
REVERSAL,REVERSAL_V514_T2_CONFIRM_DEFENSE_QUAD_BULL_CPOS75_RS70_VOL14X_BE10,T2_CONFIRM_DEFENSE,QUAD_BULL_CPOS75_RS70_VOL14X,1.0,147,57.82,0.3814,1.989,5.16,0.0,21,57.14,0.3827,1.92,147,57.82,0.3814,0,0.0,-9.99,0,0.0,-9.99
REVERSAL,REVERSAL_V514_T2_CONFIRM_DEFENSE_QUAD_BULL_CPOS75_RS70_VOL14X_BE12,T2_CONFIRM_DEFENSE,QUAD_BULL_CPOS75_RS70_VOL14X,1.2,147,57.82,0.3433,1.81,5.16,0.0,21,57.14,0.2817,1.545,147,57.82,0.3433,0,0.0,-9.99,0,0.0,-9.99
REVERSAL,REVERSAL_V514_T2_CONFIRM_DEFENSE_QUAD_BULL_CPOS75_RS70_VOL14X_BE15,T2_CONFIRM_DEFENSE,QUAD_BULL_CPOS75_RS70_VOL14X,1.5,147,57.82,0.3289,1.751,5.16,0.0,21,57.14,0.2817,1.545,147,57.82,0.3289,0,0.0,-9.99,0,0.0,-9.99
REVERSAL,REVERSAL_V514_T2_CONFIRM_DEFENSE_QUAD_NONBEAR_CPOS75_RS70_VOL14X_BE0,T2_CONFIRM_DEFENSE,QUAD_NONBEAR_CPOS75_RS70_VOL14X,0.0,182,55.49,0.2748,1.574,6.73,0.0,23,60.87,0.4185,1.887,147,57.82,0.3073,35,45.71,0.1386,0,0.0,-9.99
REVERSAL,REVERSAL_V514_T2_CONFIRM_DEFENSE_QUAD_NONBEAR_CPOS75_RS70_VOL14X_BE5,T2_CONFIRM_DEFENSE,QUAD_NONBEAR_CPOS75_RS70_VOL14X,0.5,182,55.49,0.5009,2.984,5.12,0.0,23,60.87,0.6028,3.096,147,57.82,0.5237,35,45.71,0.4054,0,0.0,-9.99
REVERSAL,REVERSAL_V514_T2_CONFIRM_DEFENSE_QUAD_NONBEAR_CPOS75_RS70_VOL14X_BE8,T2_CONFIRM_DEFENSE,QUAD_NONBEAR_CPOS75_RS70_VOL14X,0.8,182,55.49,0.3727,1.979,6.62,0.0,23,60.87,0.5106,2.345,147,57.82,0.4039,35,45.71,0.2415,0,0.0,-9.99
REVERSAL,REVERSAL_V514_T2_CONFIRM_DEFENSE_QUAD_NONBEAR_CPOS75_RS70_VOL14X_BE10,T2_CONFIRM_DEFENSE,QUAD_NONBEAR_CPOS75_RS70_VOL14X,1.0,182,55.49,0.3428,1.835,6.62,0.0,23,60.87,0.5106,2.345,147,57.82,0.3814,35,45.71,0.1809,0,0.0,-9.99
REVERSAL,REVERSAL_V514_T2_CONFIRM_DEFENSE_QUAD_NONBEAR_CPOS75_RS70_VOL14X_BE12,T2_CONFIRM_DEFENSE,QUAD_NONBEAR_CPOS75_RS70_VOL14X,1.2,182,55.49,0.3116,1.705,6.73,0.0,23,60.87,0.4185,1.887,147,57.82,0.3433,35,45.71,0.1785,0,0.0,-9.99
