scanner,candidate_id,timing_mode,compound,be_threshold,n,net_wr,net_er,net_pf,max_dd_r,r5_pct,lock_n,lock_wr,lock_er,lock_pf,bull_n,bull_wr,bull_er,neut_n,neut_wr,neut_er,bear_n,bear_wr,bear_er
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_CPOS75_RS70_BE8,T1_CONFIRM_GREEN,CPOS75_RS70,0.8,601,49.42,0.0284,1.084,15.3,0.0,98,56.12,0.1949,1.745,515,49.13,-0.0025,74,51.35,0.2206,12,50.0,0.1691
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_CPOS75_RS70_BE10,T1_CONFIRM_GREEN,CPOS75_RS70,1.0,601,49.42,0.0196,1.057,18.15,0.0,98,56.12,0.1826,1.666,515,49.13,-0.0107,74,51.35,0.2062,12,50.0,0.1691
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_CPOS75_RS70_BE12,T1_CONFIRM_GREEN,CPOS75_RS70,1.2,601,49.42,0.0176,1.05,19.39,0.0,98,56.12,0.1717,1.603,515,49.13,-0.0127,74,51.35,0.2039,12,50.0,0.1691
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_CPOS75_RS70_BE15,T1_CONFIRM_GREEN,CPOS75_RS70,1.5,601,49.42,0.0129,1.037,20.57,0.0,98,56.12,0.1501,1.49,515,49.13,-0.0161,74,51.35,0.1896,12,50.0,0.1691
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_CPOS75_VOL14X_BE0,T1_CONFIRM_GREEN,CPOS75_VOL14X,0.0,297,44.78,-0.0581,0.847,25.88,0.0,50,46.0,-0.0668,0.835,234,45.73,-0.0606,54,42.59,-0.0173,9,33.33,-0.2374
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_CPOS75_VOL14X_BE5,T1_CONFIRM_GREEN,CPOS75_VOL14X,0.5,297,44.78,-0.015,0.955,17.6,0.0,50,46.0,-0.0153,0.957,234,45.73,-0.0234,54,42.59,0.053,9,33.33,-0.2055
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_CPOS75_VOL14X_BE8,T1_CONFIRM_GREEN,CPOS75_VOL14X,0.8,297,44.78,-0.0347,0.903,21.32,0.0,50,46.0,-0.0213,0.941,234,45.73,-0.0451,54,42.59,0.0443,9,33.33,-0.2374
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_CPOS75_VOL14X_BE10,T1_CONFIRM_GREEN,CPOS75_VOL14X,1.0,297,44.78,-0.0501,0.865,24.29,0.0,50,46.0,-0.0456,0.881,234,45.73,-0.0516,54,42.59,-0.0125,9,33.33,-0.2374
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_CPOS75_VOL14X_BE12,T1_CONFIRM_GREEN,CPOS75_VOL14X,1.2,297,44.78,-0.0546,0.855,25.62,0.0,50,46.0,-0.0668,0.835,234,45.73,-0.0573,54,42.59,-0.0125,9,33.33,-0.2374
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_CPOS75_VOL14X_BE15,T1_CONFIRM_GREEN,CPOS75_VOL14X,1.5,297,44.78,-0.0546,0.855,25.62,0.0,50,46.0,-0.0668,0.835,234,45.73,-0.0573,54,42.59,-0.0125,9,33.33,-0.2374
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_RS70_VOL14X_BE0,T1_CONFIRM_GREEN,RS70_VOL14X,0.0,725,53.1,0.0659,1.211,12.78,0.0,117,48.72,0.0669,1.181,652,53.68,0.0612,62,46.77,0.0862,11,54.55,0.2353
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_RS70_VOL14X_BE5,T1_CONFIRM_GREEN,RS70_VOL14X,0.5,725,53.1,0.1073,1.395,8.75,0.0,117,48.72,0.1637,1.598,652,53.68,0.102,62,46.77,0.1178,11,54.55,0.3578
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_RS70_VOL14X_BE8,T1_CONFIRM_GREEN,RS70_VOL14X,0.8,725,53.1,0.0831,1.281,10.19,0.0,117,48.72,0.1208,1.381,652,53.68,0.0779,62,46.77,0.1109,11,54.55,0.2353
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_RS70_VOL14X_BE10,T1_CONFIRM_GREEN,RS70_VOL14X,1.0,725,53.1,0.0733,1.24,11.72,0.0,117,48.72,0.085,1.241,652,53.68,0.0686,62,46.77,0.0938,11,54.55,0.2353
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_RS70_VOL14X_BE12,T1_CONFIRM_GREEN,RS70_VOL14X,1.2,725,53.1,0.0706,1.229,12.78,0.0,117,48.72,0.076,1.21,652,53.68,0.0656,62,46.77,0.0938,11,54.55,0.2353
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_RS70_VOL14X_BE15,T1_CONFIRM_GREEN,RS70_VOL14X,1.5,725,53.1,0.0666,1.213,12.78,0.0,117,48.72,0.0669,1.181,652,53.68,0.0612,62,46.77,0.0938,11,54.55,0.2353
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_BULL_CPOS75_BE0,T1_CONFIRM_GREEN,BULL_CPOS75,0.0,776,50.13,0.0081,1.023,24.69,0.0,118,55.93,0.1047,1.304,776,50.13,0.0081,0,0.0,-9.99,0,0.0,-9.99
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_BULL_CPOS75_BE5,T1_CONFIRM_GREEN,BULL_CPOS75,0.5,776,50.13,0.047,1.15,15.24,0.0,118,55.93,0.1393,1.449,776,50.13,0.047,0,0.0,-9.99,0,0.0,-9.99
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_BULL_CPOS75_BE8,T1_CONFIRM_GREEN,BULL_CPOS75,0.8,776,50.13,0.0219,1.065,20.21,0.0,118,55.93,0.133,1.42,776,50.13,0.0219,0,0.0,-9.99,0,0.0,-9.99
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_BULL_CPOS75_BE10,T1_CONFIRM_GREEN,BULL_CPOS75,1.0,776,50.13,0.0158,1.046,21.12,0.0,118,55.93,0.1317,1.414,776,50.13,0.0158,0,0.0,-9.99,0,0.0,-9.99
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_BULL_CPOS75_BE12,T1_CONFIRM_GREEN,BULL_CPOS75,1.2,776,50.13,0.014,1.041,22.45,0.0,118,55.93,0.1227,1.375,776,50.13,0.014,0,0.0,-9.99,0,0.0,-9.99
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_BULL_CPOS75_BE15,T1_CONFIRM_GREEN,BULL_CPOS75,1.5,776,50.13,0.0118,1.034,23.63,0.0,118,55.93,0.1137,1.339,776,50.13,0.0118,0,0.0,-9.99,0,0.0,-9.99
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_BULL_RS70_BE0,T1_CONFIRM_GREEN,BULL_RS70,0.0,2423,53.36,0.0815,1.264,20.37,0.0,370,50.54,0.0836,1.237,2423,53.36,0.0815,0,0.0,-9.99,0,0.0,-9.99
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_BULL_RS70_BE5,T1_CONFIRM_GREEN,BULL_RS70,0.5,2423,53.36,0.1261,1.478,16.1,0.0,370,50.54,0.1557,1.556,2423,53.36,0.1261,0,0.0,-9.99,0,0.0,-9.99
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_BULL_RS70_BE8,T1_CONFIRM_GREEN,BULL_RS70,0.8,2423,53.36,0.0987,1.339,19.25,0.0,370,50.54,0.1194,1.377,2423,53.36,0.0987,0,0.0,-9.99,0,0.0,-9.99
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_BULL_RS70_BE10,T1_CONFIRM_GREEN,BULL_RS70,1.0,2423,53.36,0.0913,1.306,19.55,0.0,370,50.54,0.1057,1.32,2423,53.36,0.0913,0,0.0,-9.99,0,0.0,-9.99
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_BULL_RS70_BE12,T1_CONFIRM_GREEN,BULL_RS70,1.2,2423,53.36,0.0887,1.295,19.59,0.0,370,50.54,0.0979,1.29,2423,53.36,0.0887,0,0.0,-9.99,0,0.0,-9.99
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_BULL_RS70_BE15,T1_CONFIRM_GREEN,BULL_RS70,1.5,2423,53.36,0.085,1.279,20.37,0.0,370,50.54,0.0893,1.258,2423,53.36,0.085,0,0.0,-9.99,0,0.0,-9.99
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_BULL_TIGHT_SPAN_BE0,T1_CONFIRM_GREEN,BULL_TIGHT_SPAN,0.0,381,46.19,-0.0694,0.839,35.85,0.0,65,66.15,0.3206,2.192,381,46.19,-0.0694,0,0.0,-9.99,0,0.0,-9.99
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_BULL_TIGHT_SPAN_BE5,T1_CONFIRM_GREEN,BULL_TIGHT_SPAN,0.5,381,46.19,0.0092,1.026,22.44,0.0,65,66.15,0.3556,2.52,381,46.19,0.0092,0,0.0,-9.99,0,0.0,-9.99
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_BULL_TIGHT_SPAN_BE8,T1_CONFIRM_GREEN,BULL_TIGHT_SPAN,0.8,381,46.19,-0.0346,0.913,30.58,0.0,65,66.15,0.3393,2.356,381,46.19,-0.0346,0,0.0,-9.99,0,0.0,-9.99
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_BULL_TIGHT_SPAN_BE10,T1_CONFIRM_GREEN,BULL_TIGHT_SPAN,1.0,381,46.19,-0.0464,0.886,32.5,0.0,65,66.15,0.3369,2.334,381,46.19,-0.0464,0,0.0,-9.99,0,0.0,-9.99
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_BULL_TIGHT_SPAN_BE12,T1_CONFIRM_GREEN,BULL_TIGHT_SPAN,1.2,381,46.19,-0.0519,0.874,32.5,0.0,65,66.15,0.3206,2.192,381,46.19,-0.0519,0,0.0,-9.99,0,0.0,-9.99
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_BULL_TIGHT_SPAN_BE15,T1_CONFIRM_GREEN,BULL_TIGHT_SPAN,1.5,381,46.19,-0.0555,0.867,32.67,0.0,65,66.15,0.3206,2.192,381,46.19,-0.0555,0,0.0,-9.99,0,0.0,-9.99
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_NONBEAR_CPOS75_RS70_BE0,T1_CONFIRM_GREEN,NONBEAR_CPOS75_RS70,0.0,589,49.41,0.0061,1.017,20.85,0.0,96,56.25,0.1461,1.458,515,49.13,-0.0202,74,51.35,0.1896,0,0.0,-9.99
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_NONBEAR_CPOS75_RS70_BE5,T1_CONFIRM_GREEN,NONBEAR_CPOS75_RS70,0.5,589,49.41,0.0473,1.148,12.34,0.0,96,56.25,0.2107,1.827,515,49.13,0.0223,74,51.35,0.2212,0,0.0,-9.99
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_NONBEAR_CPOS75_RS70_BE8,T1_CONFIRM_GREEN,NONBEAR_CPOS75_RS70,0.8,589,49.41,0.0255,1.075,14.8,0.0,96,56.25,0.2029,1.773,515,49.13,-0.0025,74,51.35,0.2206,0,0.0,-9.99
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_NONBEAR_CPOS75_RS70_BE10,T1_CONFIRM_GREEN,NONBEAR_CPOS75_RS70,1.0,589,49.41,0.0166,1.047,17.38,0.0,96,56.25,0.1903,1.692,515,49.13,-0.0107,74,51.35,0.2062,0,0.0,-9.99
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_NONBEAR_CPOS75_RS70_BE12,T1_CONFIRM_GREEN,NONBEAR_CPOS75_RS70,1.2,589,49.41,0.0145,1.041,18.61,0.0,96,56.25,0.1792,1.626,515,49.13,-0.0127,74,51.35,0.2039,0,0.0,-9.99
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_NONBEAR_CPOS75_RS70_BE15,T1_CONFIRM_GREEN,NONBEAR_CPOS75_RS70,1.5,589,49.41,0.0097,1.027,19.79,0.0,96,56.25,0.1572,1.51,515,49.13,-0.0161,74,51.35,0.1896,0,0.0,-9.99
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_BULL_CPOS75_RS70_BE0,T1_CONFIRM_GREEN,BULL_CPOS75_RS70,0.0,515,49.13,-0.0202,0.944,27.99,0.0,84,55.95,0.113,1.346,515,49.13,-0.0202,0,0.0,-9.99,0,0.0,-9.99
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_BULL_CPOS75_RS70_BE5,T1_CONFIRM_GREEN,BULL_CPOS75_RS70,0.5,515,49.13,0.0223,1.069,13.59,0.0,84,55.95,0.1616,1.582,515,49.13,0.0223,0,0.0,-9.99,0,0.0,-9.99
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_BULL_CPOS75_RS70_BE8,T1_CONFIRM_GREEN,BULL_CPOS75_RS70,0.8,515,49.13,-0.0025,0.993,21.83,0.0,84,55.95,0.1527,1.533,515,49.13,-0.0025,0,0.0,-9.99,0,0.0,-9.99
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_BULL_CPOS75_RS70_BE10,T1_CONFIRM_GREEN,BULL_CPOS75_RS70,1.0,515,49.13,-0.0107,0.97,24.69,0.0,84,55.95,0.1509,1.523,515,49.13,-0.0107,0,0.0,-9.99,0,0.0,-9.99
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_BULL_CPOS75_RS70_BE12,T1_CONFIRM_GREEN,BULL_CPOS75_RS70,1.2,515,49.13,-0.0127,0.964,25.75,0.0,84,55.95,0.1383,1.459,515,49.13,-0.0127,0,0.0,-9.99,0,0.0,-9.99
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_BULL_CPOS75_RS70_BE15,T1_CONFIRM_GREEN,BULL_CPOS75_RS70,1.5,515,49.13,-0.0161,0.955,26.93,0.0,84,55.95,0.1256,1.401,515,49.13,-0.0161,0,0.0,-9.99,0,0.0,-9.99
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_BULL_CPOS75_VOL14X_BE0,T1_CONFIRM_GREEN,BULL_CPOS75_VOL14X,0.0,234,45.73,-0.0606,0.838,24.75,0.0,38,57.89,0.1285,1.433,234,45.73,-0.0606,0,0.0,-9.99,0,0.0,-9.99
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_BULL_CPOS75_VOL14X_BE5,T1_CONFIRM_GREEN,BULL_CPOS75_VOL14X,0.5,234,45.73,-0.0234,0.931,18.09,0.0,38,57.89,0.1609,1.607,234,45.73,-0.0234,0,0.0,-9.99,0,0.0,-9.99
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_BULL_CPOS75_VOL14X_BE8,T1_CONFIRM_GREEN,BULL_CPOS75_VOL14X,0.8,234,45.73,-0.0451,0.875,22.21,0.0,38,57.89,0.1605,1.605,234,45.73,-0.0451,0,0.0,-9.99,0,0.0,-9.99
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_BULL_CPOS75_VOL14X_BE10,T1_CONFIRM_GREEN,BULL_CPOS75_VOL14X,1.0,234,45.73,-0.0516,0.859,23.42,0.0,38,57.89,0.1564,1.581,234,45.73,-0.0516,0,0.0,-9.99,0,0.0,-9.99
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_BULL_CPOS75_VOL14X_BE12,T1_CONFIRM_GREEN,BULL_CPOS75_VOL14X,1.2,234,45.73,-0.0573,0.846,24.75,0.0,38,57.89,0.1285,1.433,234,45.73,-0.0573,0,0.0,-9.99,0,0.0,-9.99
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_BULL_CPOS75_VOL14X_BE15,T1_CONFIRM_GREEN,BULL_CPOS75_VOL14X,1.5,234,45.73,-0.0573,0.846,24.75,0.0,38,57.89,0.1285,1.433,234,45.73,-0.0573,0,0.0,-9.99,0,0.0,-9.99
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_BULL_RS70_VOL14X_BE0,T1_CONFIRM_GREEN,BULL_RS70_VOL14X,0.0,652,53.68,0.0612,1.198,12.98,0.0,101,50.5,0.0861,1.248,652,53.68,0.0612,0,0.0,-9.99,0,0.0,-9.99
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_BULL_RS70_VOL14X_BE5,T1_CONFIRM_GREEN,BULL_RS70_VOL14X,0.5,652,53.68,0.102,1.382,9.8,0.0,101,50.5,0.1838,1.737,652,53.68,0.102,0,0.0,-9.99,0,0.0,-9.99
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_BULL_RS70_VOL14X_BE8,T1_CONFIRM_GREEN,BULL_RS70_VOL14X,0.8,652,53.68,0.0779,1.267,11.92,0.0,101,50.5,0.138,1.467,652,53.68,0.0779,0,0.0,-9.99,0,0.0,-9.99
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_BULL_RS70_VOL14X_BE10,T1_CONFIRM_GREEN,BULL_RS70_VOL14X,1.0,652,53.68,0.0686,1.228,11.92,0.0,101,50.5,0.1071,1.328,652,53.68,0.0686,0,0.0,-9.99,0,0.0,-9.99
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_BULL_RS70_VOL14X_BE12,T1_CONFIRM_GREEN,BULL_RS70_VOL14X,1.2,652,53.68,0.0656,1.216,11.92,0.0,101,50.5,0.0966,1.287,652,53.68,0.0656,0,0.0,-9.99,0,0.0,-9.99
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_BULL_RS70_VOL14X_BE15,T1_CONFIRM_GREEN,BULL_RS70_VOL14X,1.5,652,53.68,0.0612,1.198,12.98,0.0,101,50.5,0.0861,1.248,652,53.68,0.0612,0,0.0,-9.99,0,0.0,-9.99
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_TRIPLE_CPOS75_RS70_VOL14X_BE0,T1_CONFIRM_GREEN,TRIPLE_CPOS75_RS70_VOL14X,0.0,171,47.37,-0.0021,0.994,19.6,0.0,33,57.58,0.1372,1.487,150,47.33,-0.0375,19,47.37,0.2315,2,0.0,-9.99
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_TRIPLE_CPOS75_RS70_VOL14X_BE5,T1_CONFIRM_GREEN,TRIPLE_CPOS75_RS70_VOL14X,0.5,171,47.37,0.0337,1.103,16.94,0.0,33,57.58,0.2153,2.057,150,47.33,-0.0056,19,47.37,0.2873,2,0.0,-9.99
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_TRIPLE_CPOS75_RS70_VOL14X_BE8,T1_CONFIRM_GREEN,TRIPLE_CPOS75_RS70_VOL14X,0.8,171,47.37,0.0174,1.051,18.39,0.0,33,57.58,0.2061,1.969,150,47.33,-0.0223,19,47.37,0.2873,2,0.0,-9.99
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_TRIPLE_CPOS75_RS70_VOL14X_BE10,T1_CONFIRM_GREEN,TRIPLE_CPOS75_RS70_VOL14X,1.0,171,47.37,0.0041,1.011,18.54,0.0,33,57.58,0.1694,1.679,150,47.33,-0.0304,19,47.37,0.2315,2,0.0,-9.99
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_TRIPLE_CPOS75_RS70_VOL14X_BE12,T1_CONFIRM_GREEN,TRIPLE_CPOS75_RS70_VOL14X,1.2,171,47.37,-0.0021,0.994,19.6,0.0,33,57.58,0.1372,1.487,150,47.33,-0.0375,19,47.37,0.2315,2,0.0,-9.99
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_TRIPLE_CPOS75_RS70_VOL14X_BE15,T1_CONFIRM_GREEN,TRIPLE_CPOS75_RS70_VOL14X,1.5,171,47.37,-0.0021,0.994,19.6,0.0,33,57.58,0.1372,1.487,150,47.33,-0.0375,19,47.37,0.2315,2,0.0,-9.99
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_QUAD_BULL_CPOS75_RS70_VOL14X_BE0,T1_CONFIRM_GREEN,QUAD_BULL_CPOS75_RS70_VOL14X,0.0,150,47.33,-0.0375,0.898,16.36,0.0,30,60.0,0.1803,1.706,150,47.33,-0.0375,0,0.0,-9.99,0,0.0,-9.99
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_QUAD_BULL_CPOS75_RS70_VOL14X_BE5,T1_CONFIRM_GREEN,QUAD_BULL_CPOS75_RS70_VOL14X,0.5,150,47.33,-0.0056,0.983,13.7,0.0,30,60.0,0.2213,2.032,150,47.33,-0.0056,0,0.0,-9.99,0,0.0,-9.99
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_QUAD_BULL_CPOS75_RS70_VOL14X_BE8,T1_CONFIRM_GREEN,QUAD_BULL_CPOS75_RS70_VOL14X,0.8,150,47.33,-0.0223,0.937,15.15,0.0,30,60.0,0.2208,2.028,150,47.33,-0.0223,0,0.0,-9.99,0,0.0,-9.99
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_QUAD_BULL_CPOS75_RS70_VOL14X_BE10,T1_CONFIRM_GREEN,QUAD_BULL_CPOS75_RS70_VOL14X,1.0,150,47.33,-0.0304,0.916,15.3,0.0,30,60.0,0.2157,1.981,150,47.33,-0.0304,0,0.0,-9.99,0,0.0,-9.99
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_QUAD_BULL_CPOS75_RS70_VOL14X_BE12,T1_CONFIRM_GREEN,QUAD_BULL_CPOS75_RS70_VOL14X,1.2,150,47.33,-0.0375,0.898,16.36,0.0,30,60.0,0.1803,1.706,150,47.33,-0.0375,0,0.0,-9.99,0,0.0,-9.99
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_QUAD_BULL_CPOS75_RS70_VOL14X_BE15,T1_CONFIRM_GREEN,QUAD_BULL_CPOS75_RS70_VOL14X,1.5,150,47.33,-0.0375,0.898,16.36,0.0,30,60.0,0.1803,1.706,150,47.33,-0.0375,0,0.0,-9.99,0,0.0,-9.99
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_QUAD_NONBEAR_CPOS75_RS70_VOL14X_BE0,T1_CONFIRM_GREEN,QUAD_NONBEAR_CPOS75_RS70_VOL14X,0.0,169,47.34,-0.0072,0.98,19.6,0.0,32,59.38,0.1551,1.56,150,47.33,-0.0375,19,47.37,0.2315,0,0.0,-9.99
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_QUAD_NONBEAR_CPOS75_RS70_VOL14X_BE5,T1_CONFIRM_GREEN,QUAD_NONBEAR_CPOS75_RS70_VOL14X,0.5,169,47.34,0.0273,1.083,16.94,0.0,32,59.38,0.2266,2.103,150,47.33,-0.0056,19,47.37,0.2873,0,0.0,-9.99
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_QUAD_NONBEAR_CPOS75_RS70_VOL14X_BE8,T1_CONFIRM_GREEN,QUAD_NONBEAR_CPOS75_RS70_VOL14X,0.8,169,47.34,0.0125,1.036,18.39,0.0,32,59.38,0.2261,2.098,150,47.33,-0.0223,19,47.37,0.2873,0,0.0,-9.99
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_QUAD_NONBEAR_CPOS75_RS70_VOL14X_BE10,T1_CONFIRM_GREEN,QUAD_NONBEAR_CPOS75_RS70_VOL14X,1.0,169,47.34,-0.001,0.997,18.54,0.0,32,59.38,0.1882,1.772,150,47.33,-0.0304,19,47.37,0.2315,0,0.0,-9.99
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_QUAD_NONBEAR_CPOS75_RS70_VOL14X_BE12,T1_CONFIRM_GREEN,QUAD_NONBEAR_CPOS75_RS70_VOL14X,1.2,169,47.34,-0.0072,0.98,19.6,0.0,32,59.38,0.1551,1.56,150,47.33,-0.0375,19,47.37,0.2315,0,0.0,-9.99
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_QUAD_NONBEAR_CPOS75_RS70_VOL14X_BE15,T1_CONFIRM_GREEN,QUAD_NONBEAR_CPOS75_RS70_VOL14X,1.5,169,47.34,-0.0072,0.98,19.6,0.0,32,59.38,0.1551,1.56,150,47.33,-0.0375,19,47.37,0.2315,0,0.0,-9.99
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_STRUCTURE_TIGHT_BULL_RS70_BE0,T1_CONFIRM_GREEN,STRUCTURE_TIGHT_BULL_RS70,0.0,240,45.83,-0.0442,0.894,28.82,0.0,43,62.79,0.2488,1.794,240,45.83,-0.0442,0,0.0,-9.99,0,0.0,-9.99
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_STRUCTURE_TIGHT_BULL_RS70_BE5,T1_CONFIRM_GREEN,STRUCTURE_TIGHT_BULL_RS70,0.5,240,45.83,0.0429,1.13,15.29,0.0,43,62.79,0.3017,2.158,240,45.83,0.0429,0,0.0,-9.99,0,0.0,-9.99
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_STRUCTURE_TIGHT_BULL_RS70_BE8,T1_CONFIRM_GREEN,STRUCTURE_TIGHT_BULL_RS70,0.8,240,45.83,0.0019,1.005,22.13,0.0,43,62.79,0.277,1.972,240,45.83,0.0019,0,0.0,-9.99,0,0.0,-9.99
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_STRUCTURE_TIGHT_BULL_RS70_BE10,T1_CONFIRM_GREEN,STRUCTURE_TIGHT_BULL_RS70,1.0,240,45.83,-0.012,0.969,25.46,0.0,43,62.79,0.2735,1.947,240,45.83,-0.012,0,0.0,-9.99,0,0.0,-9.99
EOD_BREAKOUT,EOD_BREAKOUT_V514_T1_CONFIRM_GREEN_STRUCTURE_TIGHT_BULL_RS70_BE12,T1_CONFIRM_GREEN,STRUCTURE_TIGHT_BULL_RS70,1.2,240,45.83,-0.0164,0.958,25.46,0.0,43,62.79,0.2488,1.794,240,45.83,-0.0164,0,0.0,-9.99,0,0.0,-9.99
