symbol,variant_id,date,partition,regime,entry_price,stop_loss,target_price,risk,target_r,r_multiple,outcome_type,bars_held
AKUMS,MBAG_V57_SCALE_C_60D_HYBRID_STOP,2026-07-07,HOLDOUT,BULL,649.8499755859375,617.88,809.7,31.97,5.0,3.6253,EXPIRED_POS,43
AKUMS,MBAG_V57_SCALE_C_60D_HYBRID_STOP,2026-07-10,HOLDOUT,BULL,701.9500122070312,662.07,901.35,39.88,5.0,-1.0,SL_HIT,5
AKUMS,MBAG_V57_SCALE_C_60D_HYBRID_STOP,2026-08-11,HOLDOUT,BULL,760.9500122070312,718.61,972.65,42.34,5.0,-1.0,SL_HIT,4
ALIVUS,MBAG_V57_SCALE_C_60D_HYBRID_STOP,2026-05-06,VAL,BULL,1125.0,1055.09,1474.55,69.91,5.0,-1.0,SL_HIT,7
ALIVUS,MBAG_V57_SCALE_C_60D_HYBRID_STOP,2026-08-03,HOLDOUT,BULL,1214.4000244140625,1140.2,1585.4,74.2,5.0,2.0472,EXPIRED_POS,24
ALIVUS,MBAG_V57_SCALE_C_60D_HYBRID_STOP,2026-08-04,HOLDOUT,BULL,1335.800048828125,1243.86,1795.5,91.94,5.0,0.3317,EXPIRED_POS,23
ALKEM,MBAG_V57_SCALE_A_60D_165V,2026-07-30,HOLDOUT,BULL,5806.10888671875,5465.7,7508.15,340.41,5.0,-1.0,SL_HIT,9
ALKEM,MBAG_V57_SCALE_B_75D_180V,2026-07-30,HOLDOUT,BULL,5806.10888671875,5465.7,7508.15,340.41,5.0,-1.0,SL_HIT,9
ALKEM,MBAG_V57_SCALE_C_60D_HYBRID_STOP,2026-07-30,HOLDOUT,BULL,5806.10888671875,5584.62,6913.55,221.49,5.0,-1.0,SL_HIT,4
ALKEM,MBAG_V57_SCALE_D_60D_45R,2026-07-30,HOLDOUT,BULL,5806.10888671875,5465.7,7337.95,340.41,4.5,-1.0,SL_HIT,9
ALKEM,MBAG_V57_SCALE_E_60D_55R,2026-07-30,HOLDOUT,BULL,5806.10888671875,5465.7,7678.36,340.41,5.5,-1.0,SL_HIT,9
ALKEM,MBAG_V57_SCALE_F_MULTI_REG,2026-07-30,HOLDOUT,BULL,5806.10888671875,5465.7,7508.15,340.41,5.0,-1.0,SL_HIT,9
ALKYLAMINE,MBAG_V57_SCALE_A_60D_165V,2026-02-02,VAL,BULL,2793.580776717966,2547.34,4024.78,246.24,5.0,-1.0,SL_HIT,10
ALKYLAMINE,MBAG_V57_SCALE_B_75D_180V,2026-02-02,VAL,BULL,2793.580776717966,2547.34,4024.78,246.24,5.0,-1.0,SL_HIT,10
ALKYLAMINE,MBAG_V57_SCALE_C_60D_HYBRID_STOP,2026-02-02,VAL,BULL,2793.580776717966,2717.34,3174.78,76.24,5.0,-1.0,SL_HIT,3
ALKYLAMINE,MBAG_V57_SCALE_D_60D_45R,2026-02-02,VAL,BULL,2793.580776717966,2547.34,3901.66,246.24,4.5,-1.0,SL_HIT,10
ALKYLAMINE,MBAG_V57_SCALE_E_60D_55R,2026-02-02,VAL,BULL,2793.580776717966,2547.34,4147.91,246.24,5.5,-1.0,SL_HIT,10
ALKYLAMINE,MBAG_V57_SCALE_F_MULTI_REG,2026-02-02,VAL,BULL,2793.580776717966,2547.34,4024.78,246.24,5.0,-1.0,SL_HIT,10
AMBER,MBAG_V57_SCALE_C_60D_HYBRID_STOP,2025-08-26,DEV,BULL,1047.3404401053594,1017.62,1195.94,29.72,5.0,-1.0,SL_HIT,38
AMBER,MBAG_V57_SCALE_C_60D_HYBRID_STOP,2026-05-20,VAL,BULL,1148.6724756784845,1114.03,1321.88,34.64,5.0,4.1472,EXPIRED_POS,45
ANANTRAJ,MBAG_V57_SCALE_A_60D_165V,2025-08-28,DEV,BULL,773.4090053116822,704.33,1118.8,69.08,5.0,0.8548,EXPIRED_POS,45
