symbol,variant_id,scan_date,partition,regime,entry_price,stop_loss,target_1,realized_rr,exit_reason,holding_period_bars
AZAD,TECHNICAL_CHALL_A_HIGH_CONFLUENCE,2026-02-20,VAL,BEAR,1035.7,1024.7,1057.69,2.0,T1_HIT,8
AZAD,TECHNICAL_CHAMPION_V1,2026-02-20,VAL,BEAR,1035.7,1024.7,1057.69,2.0,T1_HIT,8
NETWEB,TECHNICAL_CHALL_A_HIGH_CONFLUENCE,2026-05-29,VAL,BULL,4670.7,4361.78,5288.55,-1.0,SL_HIT,6
NETWEB,TECHNICAL_CHAMPION_V1,2026-05-29,VAL,BULL,4670.7,4361.78,5288.55,-1.0,SL_HIT,6
GALAPREC,TECHNICAL_CHALL_A_HIGH_CONFLUENCE,2026-02-02,VAL,BULL,825.1,786.43,902.44,-1.0,SL_HIT,3
GALAPREC,TECHNICAL_CHAMPION_V1,2026-02-02,VAL,BULL,825.1,786.43,902.44,-1.0,SL_HIT,3
GALAPREC,TECHNICAL_CHALL_A_HIGH_CONFLUENCE,2026-06-22,HOLDOUT,BULL,1173.1,1092.11,1335.08,-1.0,SL_HIT,3
GALAPREC,TECHNICAL_CHAMPION_V1,2026-06-22,HOLDOUT,BULL,1173.1,1092.11,1335.08,-1.0,SL_HIT,3
AVL,TECHNICAL_CHALL_A_HIGH_CONFLUENCE,2026-06-19,HOLDOUT,BULL,629.9,591.34,707.02,0.114,HORIZON_REACHED,20
AVL,TECHNICAL_CHAMPION_V1,2026-06-19,HOLDOUT,BULL,629.9,591.34,707.02,0.114,HORIZON_REACHED,20
HCLTECH,TECHNICAL_CHALL_A_HIGH_CONFLUENCE,2025-11-19,DEV,BULL,1603.27,1563.6,1682.6,-1.0,SL_HIT,2
HCLTECH,TECHNICAL_CHAMPION_V1,2025-11-19,DEV,BULL,1603.27,1563.6,1682.6,-1.0,SL_HIT,2
BLUEJET,TECHNICAL_CHALL_A_HIGH_CONFLUENCE,2026-07-10,HOLDOUT,BULL,624.05,588.49,695.16,-1.0,SL_HIT,4
BLUEJET,TECHNICAL_CHAMPION_V1,2026-07-10,HOLDOUT,BULL,624.05,588.49,695.16,-1.0,SL_HIT,4
COFORGE,TECHNICAL_CHALL_A_HIGH_CONFLUENCE,2026-05-08,VAL,BEAR,1368.1,1303.04,1498.21,-1.0,SL_HIT,3
COFORGE,TECHNICAL_CHAMPION_V1,2026-05-08,VAL,BEAR,1368.1,1303.04,1498.21,-1.0,SL_HIT,3
SOLARINDS,TECHNICAL_CHALL_A_HIGH_CONFLUENCE,2026-03-02,VAL,BULL,13989.0,13448.14,15070.71,2.0,T1_HIT,3
SOLARINDS,TECHNICAL_CHAMPION_V1,2026-03-02,VAL,BULL,13989.0,13448.14,15070.71,2.0,T1_HIT,3
SOLARINDS,TECHNICAL_CHALL_A_HIGH_CONFLUENCE,2026-05-18,VAL,BULL,18019.0,17246.39,19564.21,-1.0,SL_HIT,18
SOLARINDS,TECHNICAL_CHAMPION_V1,2026-05-18,VAL,BULL,18019.0,17246.39,19564.21,-1.0,SL_HIT,18
SOLARINDS,TECHNICAL_CHALL_A_HIGH_CONFLUENCE,2026-07-20,HOLDOUT,BULL,19028.0,18155.43,20773.14,-1.0,SL_HIT,6
SOLARINDS,TECHNICAL_CHAMPION_V1,2026-07-20,HOLDOUT,BULL,19028.0,18155.43,20773.14,-1.0,SL_HIT,6
STYL,TECHNICAL_CHALL_A_HIGH_CONFLUENCE,2026-07-07,HOLDOUT,BULL,345.57,327.29,382.12,2.0,T1_HIT,5
STYL,TECHNICAL_CHAMPION_V1,2026-07-07,HOLDOUT,BULL,345.57,327.29,382.12,2.0,T1_HIT,5
STYL,TECHNICAL_CHALL_A_HIGH_CONFLUENCE,2026-07-14,HOLDOUT,BULL,389.29,362.54,442.8,-1.0,SL_HIT,8
STYL,TECHNICAL_CHAMPION_V1,2026-07-14,HOLDOUT,BULL,389.29,362.54,442.8,-1.0,SL_HIT,8
LLOYDSME,TECHNICAL_CHALL_A_HIGH_CONFLUENCE,2026-04-01,VAL,BULL,1346.8,1262.58,1515.23,2.0,T1_HIT,8
LLOYDSME,TECHNICAL_CHAMPION_V1,2026-04-01,VAL,BULL,1346.8,1262.58,1515.23,2.0,T1_HIT,8
LLOYDSME,TECHNICAL_CHALL_A_HIGH_CONFLUENCE,2026-04-17,VAL,BULL,1622.33,1538.71,1789.57,2.0,T1_HIT,11
LLOYDSME,TECHNICAL_CHAMPION_V1,2026-04-17,VAL,BULL,1622.33,1538.71,1789.57,2.0,T1_HIT,11
IRCTC,TECHNICAL_CHALL_A_HIGH_CONFLUENCE,2026-02-20,VAL,BEAR,645.3,623.5,688.9,-1.0,SL_HIT,2
IRCTC,TECHNICAL_CHAMPION_V1,2026-02-20,VAL,BEAR,645.3,623.5,688.9,-1.0,SL_HIT,2
OILIETF.NS,TECHNICAL_CHALL_A_HIGH_CONFLUENCE,2025-12-31,DEV,BULL,12.39,12.12,12.93,-1.0,SL_HIT,4
OILIETF.NS,TECHNICAL_CHAMPION_V1,2025-12-31,DEV,BULL,12.39,12.12,12.93,-1.0,SL_HIT,4
MAHABANK,TECHNICAL_CHALL_A_HIGH_CONFLUENCE,2025-12-31,DEV,BULL,60.2,58.49,63.62,2.0,T1_HIT,3
MAHABANK,TECHNICAL_CHAMPION_V1,2025-12-31,DEV,BULL,60.2,58.49,63.62,2.0,T1_HIT,3
MAHABANK,TECHNICAL_CHALL_A_HIGH_CONFLUENCE,2026-02-26,VAL,BULL,74.51,71.33,80.88,-1.0,SL_HIT,2
MAHABANK,TECHNICAL_CHAMPION_V1,2026-02-26,VAL,BULL,74.51,71.33,80.88,-1.0,SL_HIT,2
BECTORFOOD,TECHNICAL_CHALL_A_HIGH_CONFLUENCE,2026-05-08,VAL,BULL,2364.42,2334.73,2423.81,-1.0,SL_HIT,3
BECTORFOOD,TECHNICAL_CHAMPION_V1,2026-05-08,VAL,BULL,2364.42,2334.73,2423.81,-1.0,SL_HIT,3
UNIPARTS,TECHNICAL_CHALL_A_HIGH_CONFLUENCE,2026-02-03,VAL,BULL,484.48,456.22,541.02,-1.0,SL_HIT,19
UNIPARTS,TECHNICAL_CHAMPION_V1,2026-02-03,VAL,BULL,484.48,456.22,541.02,-1.0,SL_HIT,19
NEULANDLAB,TECHNICAL_CHALL_A_HIGH_CONFLUENCE,2026-04-09,VAL,NEUTRAL,14723.0,13855.79,16457.43,2.0,T1_HIT,16
NEULANDLAB,TECHNICAL_CHAMPION_V1,2026-04-09,VAL,NEUTRAL,14723.0,13855.79,16457.43,2.0,T1_HIT,16
NEULANDLAB,TECHNICAL_CHALL_A_HIGH_CONFLUENCE,2026-05-08,VAL,BULL,17666.0,16764.18,19469.64,-1.0,SL_HIT,3
NEULANDLAB,TECHNICAL_CHAMPION_V1,2026-05-08,VAL,BULL,17666.0,16764.18,19469.64,-1.0,SL_HIT,3
RELTD,TECHNICAL_CHALL_A_HIGH_CONFLUENCE,2026-06-19,HOLDOUT,BULL,170.75,152.79,206.67,0.379,HORIZON_REACHED,20
RELTD,TECHNICAL_CHAMPION_V1,2026-06-19,HOLDOUT,BULL,170.75,152.79,206.67,0.379,HORIZON_REACHED,20
MEDANTA,TECHNICAL_CHALL_A_HIGH_CONFLUENCE,2026-05-11,VAL,NEUTRAL,1239.2,1181.26,1355.08,-1.0,SL_HIT,2
MEDANTA,TECHNICAL_CHAMPION_V1,2026-05-11,VAL,NEUTRAL,1239.2,1181.26,1355.08,-1.0,SL_HIT,2
MEDANTA,TECHNICAL_CHALL_A_HIGH_CONFLUENCE,2026-06-22,HOLDOUT,BULL,1288.1,1236.49,1391.32,0.839,HORIZON_REACHED,20
MEDANTA,TECHNICAL_CHAMPION_V1,2026-06-22,HOLDOUT,BULL,1288.1,1236.49,1391.32,0.839,HORIZON_REACHED,20
MEDANTA,TECHNICAL_CHALL_A_HIGH_CONFLUENCE,2026-07-27,HOLDOUT,BULL,1406.7,1356.9,1506.31,-1.0,SL_HIT,4
MEDANTA,TECHNICAL_CHAMPION_V1,2026-07-27,HOLDOUT,BULL,1406.7,1356.9,1506.31,-1.0,SL_HIT,4
ZFCVINDIA,TECHNICAL_CHALL_A_HIGH_CONFLUENCE,2026-01-30,VAL,BULL,2493.84,2381.09,2719.35,2.0,T1_HIT,11
ZFCVINDIA,TECHNICAL_CHAMPION_V1,2026-01-30,VAL,BULL,2493.84,2381.09,2719.35,2.0,T1_HIT,11
GRANULES,TECHNICAL_CHALL_A_HIGH_CONFLUENCE,2026-03-24,VAL,BULL,606.35,575.61,667.83,2.0,T1_HIT,15
GRANULES,TECHNICAL_CHAMPION_V1,2026-03-24,VAL,BULL,606.35,575.61,667.83,2.0,T1_HIT,15
AETHER,TECHNICAL_CHALL_A_HIGH_CONFLUENCE,2026-01-01,VAL,BULL,898.95,859.3,978.25,2.0,T1_HIT,3
AETHER,TECHNICAL_CHAMPION_V1,2026-01-01,VAL,BULL,898.95,859.3,978.25,2.0,T1_HIT,3
WABAG,TECHNICAL_CHALL_A_HIGH_CONFLUENCE,2026-06-19,HOLDOUT,BULL,1978.77,1884.76,2166.8,2.0,T1_HIT,4
WABAG,TECHNICAL_CHAMPION_V1,2026-06-19,HOLDOUT,BULL,1978.77,1884.76,2166.8,2.0,T1_HIT,4
INOXWIND,TECHNICAL_CHALL_A_HIGH_CONFLUENCE,2026-03-27,VAL,BULL,3164.29,3127.9,3237.07,2.0,T1_HIT,1
INOXWIND,TECHNICAL_CHAMPION_V1,2026-03-27,VAL,BULL,3164.29,3127.9,3237.07,2.0,T1_HIT,1
BSOFT,TECHNICAL_CHALL_A_HIGH_CONFLUENCE,2026-07-24,HOLDOUT,NEUTRAL,1058.83,1046.22,1084.05,-1.0,SL_HIT,3
BSOFT,TECHNICAL_CHAMPION_V1,2026-07-24,HOLDOUT,NEUTRAL,1058.83,1046.22,1084.05,-1.0,SL_HIT,3
REDINGTON,TECHNICAL_CHALL_A_HIGH_CONFLUENCE,2026-06-18,HOLDOUT,BULL,266.11,249.49,299.33,0.602,HORIZON_REACHED,20
REDINGTON,TECHNICAL_CHAMPION_V1,2026-06-18,HOLDOUT,BULL,266.11,249.49,299.33,0.602,HORIZON_REACHED,20
DABUR,TECHNICAL_CHALL_A_HIGH_CONFLUENCE,2025-11-04,DEV,NEUTRAL,507.75,492.07,539.1,-0.525,HORIZON_REACHED,20
DABUR,TECHNICAL_CHAMPION_V1,2025-11-04,DEV,NEUTRAL,507.75,492.07,539.1,-0.525,HORIZON_REACHED,20
DABUR,TECHNICAL_CHALL_A_HIGH_CONFLUENCE,2026-05-08,VAL,NEUTRAL,481.45,464.8,514.76,-1.0,SL_HIT,2
DABUR,TECHNICAL_CHAMPION_V1,2026-05-08,VAL,NEUTRAL,481.45,464.8,514.76,-1.0,SL_HIT,2
RISHABH,TECHNICAL_CHALL_A_HIGH_CONFLUENCE,2025-11-19,DEV,BULL,449.95,424.05,501.74,-1.0,SL_HIT,2
RISHABH,TECHNICAL_CHAMPION_V1,2025-11-19,DEV,BULL,449.95,424.05,501.74,-1.0,SL_HIT,2
RISHABH,TECHNICAL_CHALL_A_HIGH_CONFLUENCE,2026-01-01,VAL,BULL,425.9,396.92,483.86,-1.0,SL_HIT,3
RISHABH,TECHNICAL_CHAMPION_V1,2026-01-01,VAL,BULL,425.9,396.92,483.86,-1.0,SL_HIT,3
CDSL,TECHNICAL_CHALL_A_HIGH_CONFLUENCE,2025-11-12,DEV,BULL,1640.34,1578.41,1764.2,-1.0,SL_HIT,5
CDSL,TECHNICAL_CHAMPION_V1,2025-11-12,DEV,BULL,1640.34,1578.41,1764.2,-1.0,SL_HIT,5
CDSL,TECHNICAL_CHALL_A_HIGH_CONFLUENCE,2026-07-10,HOLDOUT,BULL,1418.96,1370.66,1515.55,-1.0,SL_HIT,7
CDSL,TECHNICAL_CHAMPION_V1,2026-07-10,HOLDOUT,BULL,1418.96,1370.66,1515.55,-1.0,SL_HIT,7
KITEX,TECHNICAL_CHALL_A_HIGH_CONFLUENCE,2026-05-22,VAL,BULL,2000.76,1975.35,2051.56,-1.0,SL_HIT,2
KITEX,TECHNICAL_CHAMPION_V1,2026-05-22,VAL,BULL,2000.76,1975.35,2051.56,-1.0,SL_HIT,2
^CNXENERGY,TECHNICAL_CHALL_A_HIGH_CONFLUENCE,2025-10-29,DEV,BULL,36347.95,35872.8,37298.24,-1.0,SL_HIT,5
