scanner,symbol,entry_date,signal_regime,entry_price,stop_loss,target,exit_price,exit_reason,r_multiple,holding_days,stride,data_source,gate_uptrend,gate_pullback_zone,gate_vol_dryup
PULLBACK,APOLLO,2025-02-13,BULL,120.69,104.38,153.31,104.38,STOP_LOSS,-1.0,3,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLO,2025-04-03,BULL,123.16,114.69,140.1,114.69,STOP_LOSS,-1.0,2,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLO,2025-04-21,BULL,120.42,111.65,137.96,111.65,STOP_LOSS,-1.0,4,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLO,2025-07-17,BULL,179.66,168.06,202.86,168.06,STOP_LOSS,-1.0,5,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLO,2025-07-22,BULL,183.81,174.92,201.58,174.92,STOP_LOSS,-1.0,2,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLO,2025-08-12,BULL,187.66,175.54,211.9,211.9,TARGET,2.0,7,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLO,2025-10-21,BULL,298.3,276.56,341.78,276.56,STOP_LOSS,-1.0,4,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLO,2025-10-24,BULL,291.15,269.89,333.67,269.89,STOP_LOSS,-1.0,8,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLO,2026-07-09,BULL,398.3,364.24,466.42,395.5,TIME_EXPIRY,-0.0822,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLO,2026-07-14,BULL,405.9,374.14,469.41,378.75,TIME_EXPIRY,-0.855,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2017-06-20,BULL,1266.25,1212.55,1373.66,1275.0,TIME_EXPIRY,0.1629,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2017-06-21,BULL,1273.8,1219.47,1382.47,1258.9,TIME_EXPIRY,-0.2742,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2017-06-22,BULL,1288.35,1234.21,1396.64,1247.6,TIME_EXPIRY,-0.7526,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2017-07-03,BULL,1281.85,1234.79,1375.98,1234.79,STOP_LOSS,-1.0,6,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2017-07-05,BULL,1275.0,1230.08,1364.85,1230.08,STOP_LOSS,-1.0,5,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2017-08-02,BULL,1277.55,1233.83,1364.98,1233.83,STOP_LOSS,-1.0,5,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2018-02-14,BULL,1191.8,1131.1,1313.2,1131.1,STOP_LOSS,-1.0,2,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2018-02-28,BULL,1203.05,1128.26,1352.64,1128.26,STOP_LOSS,-1.0,7,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2018-10-12,BULL,1132.0,1066.58,1262.84,1142.85,TIME_EXPIRY,0.1659,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2018-10-15,BULL,1133.0,1067.89,1263.22,1067.89,STOP_LOSS,-1.0,8,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2018-10-17,BULL,1123.7,1055.73,1259.64,1172.4,TIME_EXPIRY,0.7165,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2018-10-19,BULL,1121.45,1052.57,1259.21,1153.8,TIME_EXPIRY,0.4697,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2018-10-22,BULL,1132.6,1066.92,1263.96,1164.55,TIME_EXPIRY,0.4865,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2018-10-29,BULL,1142.85,1076.32,1275.92,1168.05,TIME_EXPIRY,0.3788,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2018-11-01,BULL,1172.4,1106.78,1303.65,1225.05,TIME_EXPIRY,0.8023,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2018-11-05,BULL,1164.55,1096.2,1301.25,1213.35,TIME_EXPIRY,0.714,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2018-11-09,BULL,1148.8,1081.93,1282.53,1282.53,TARGET,2.0,4,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2018-12-07,BULL,1209.0,1139.12,1348.76,1252.4,TIME_EXPIRY,0.6211,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2018-12-11,BULL,1179.8,1108.38,1322.64,1264.15,TIME_EXPIRY,1.1811,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2018-12-12,BULL,1215.5,1144.26,1357.98,1242.8,TIME_EXPIRY,0.3832,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2018-12-18,BULL,1226.1,1162.65,1353.01,1258.75,TIME_EXPIRY,0.5145,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2019-01-09,BULL,1267.4,1215.59,1371.01,1371.01,TARGET,2.0,7,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2019-01-29,BULL,1299.65,1246.05,1406.86,1246.05,STOP_LOSS,-1.0,9,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2019-01-30,BULL,1319.6,1266.8,1425.2,1266.8,STOP_LOSS,-1.0,7,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2019-02-06,BULL,1304.05,1248.56,1415.04,1248.56,STOP_LOSS,-1.0,3,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2019-04-09,BULL,1259.55,1201.89,1374.87,1246.25,TIME_EXPIRY,-0.2307,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2019-05-03,BULL,1199.3,1149.38,1299.15,1149.38,STOP_LOSS,-1.0,7,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2019-05-29,BULL,1203.3,1143.83,1322.24,1322.24,TARGET,2.0,3,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2019-06-27,BULL,1312.45,1247.75,1441.85,1315.3,TIME_EXPIRY,0.0441,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2019-07-08,BULL,1303.25,1251.57,1406.61,1406.61,TARGET,2.0,7,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2019-07-25,BULL,1343.6,1286.09,1458.61,1286.09,STOP_LOSS,-1.0,6,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2019-07-26,BULL,1363.05,1307.4,1474.36,1307.4,STOP_LOSS,-1.0,5,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2019-07-29,BULL,1365.85,1309.28,1478.98,1309.28,STOP_LOSS,-1.0,4,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2019-07-31,BULL,1351.6,1292.75,1469.3,1292.75,STOP_LOSS,-1.0,2,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2019-08-06,BULL,1340.25,1276.22,1468.32,1468.32,TARGET,2.0,6,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2019-08-09,BULL,1358.8,1294.15,1488.09,1488.09,TARGET,2.0,4,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2019-10-09,BULL,1425.05,1354.74,1565.67,1536.8,TIME_EXPIRY,1.5894,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2019-10-31,BULL,1484.8,1425.58,1603.25,1425.58,STOP_LOSS,-1.0,2,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2020-01-08,BULL,1473.65,1424.2,1572.56,1572.56,TARGET,2.0,6,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2020-12-22,BULL,2408.35,2273.57,2677.92,2502.15,TIME_EXPIRY,0.6959,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2021-02-01,BULL,2663.5,2527.15,2936.21,2936.21,TARGET,2.0,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2021-03-09,BULL,2886.1,2698.7,3260.9,2919.6,TIME_EXPIRY,0.1788,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2021-03-23,BULL,2946.75,2795.71,3248.83,2795.71,STOP_LOSS,-1.0,2,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2021-03-31,BULL,2902.65,2754.08,3199.78,3061.0,TIME_EXPIRY,1.0658,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2021-04-16,BULL,3061.0,2907.26,3368.48,3204.3,TIME_EXPIRY,0.9321,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2021-05-17,BULL,3152.35,2996.67,3463.7,3168.75,TIME_EXPIRY,0.1053,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2021-05-19,BULL,3229.7,3088.58,3511.93,3273.6,TIME_EXPIRY,0.3111,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2021-05-31,BULL,3168.75,3051.59,3403.07,3403.07,TARGET,2.0,3,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2021-06-14,BULL,3350.2,3247.23,3556.14,3247.23,STOP_LOSS,-1.0,3,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2021-06-21,BULL,3238.0,3129.52,3454.96,3454.96,TARGET,2.0,4,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2021-10-04,BULL,4548.25,4313.7,5017.34,4313.7,STOP_LOSS,-1.0,6,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2021-11-12,BULL,4669.5,4452.13,5104.24,5104.24,TARGET,2.0,1,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2021-12-31,BULL,5013.4,4788.59,5463.02,4974.05,TIME_EXPIRY,-0.175,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2022-03-11,BULL,4854.1,4585.72,5390.86,4585.72,STOP_LOSS,-1.0,6,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2022-03-16,BULL,4943.65,4674.91,5481.12,4674.91,STOP_LOSS,-1.0,3,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2022-04-11,BULL,4662.15,4449.92,5086.61,4522.95,TIME_EXPIRY,-0.6559,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2022-04-21,BULL,4885.25,4693.68,5268.39,4693.68,STOP_LOSS,-1.0,2,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2022-10-18,BULL,4366.0,4166.59,4764.83,4383.1,TIME_EXPIRY,0.0858,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2022-10-19,BULL,4388.75,4205.99,4754.28,4395.0,TIME_EXPIRY,0.0342,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2022-10-21,BULL,4389.05,4207.48,4752.19,4363.8,TIME_EXPIRY,-0.1391,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2022-11-21,BULL,4418.85,4230.32,4795.92,4795.92,TARGET,2.0,3,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2022-11-22,BULL,4469.8,4281.83,4845.74,4845.74,TARGET,2.0,3,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2022-12-19,BULL,4610.45,4443.0,4945.34,4454.35,TIME_EXPIRY,-0.9322,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2023-02-20,BULL,4610.6,4429.34,4973.13,4429.34,STOP_LOSS,-1.0,3,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2023-02-24,BULL,4470.65,4281.38,4849.18,4345.0,TIME_EXPIRY,-0.6639,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2023-03-06,BULL,4421.1,4253.85,4755.6,4253.85,STOP_LOSS,-1.0,9,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2023-03-29,BULL,4363.0,4219.91,4649.18,4219.91,STOP_LOSS,-1.0,3,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2023-10-09,BULL,5047.3,4894.62,5352.67,4894.62,STOP_LOSS,-1.0,3,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2023-10-19,BULL,4997.05,4851.37,5288.41,4851.37,STOP_LOSS,-1.0,3,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2024-04-01,BULL,6457.25,6222.64,6926.48,6222.64,STOP_LOSS,-1.0,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2024-06-12,BULL,6168.6,5990.9,6524.0,6192.5,TIME_EXPIRY,0.1345,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2024-06-18,BULL,6236.35,6062.68,6583.69,6062.68,STOP_LOSS,-1.0,7,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2024-06-20,BULL,6175.85,6003.4,6520.75,6225.05,TIME_EXPIRY,0.2853,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2024-06-24,BULL,6259.55,6087.3,6604.04,6087.3,STOP_LOSS,-1.0,3,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2024-07-03,BULL,6192.7,6041.29,6495.52,6495.52,TARGET,2.0,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2024-07-04,BULL,6225.05,6080.01,6515.13,6515.13,TARGET,2.0,9,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2024-10-11,BULL,6983.4,6778.32,7393.57,6944.85,TIME_EXPIRY,-0.188,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2024-10-14,BULL,7092.6,6883.94,7509.93,6883.94,STOP_LOSS,-1.0,6,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2024-10-21,BULL,6986.4,6779.61,7399.99,6958.4,TIME_EXPIRY,-0.1354,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2024-10-24,BULL,6954.15,6741.11,7380.23,7380.23,TARGET,2.0,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2024-10-29,BULL,6987.45,6774.66,7413.04,7413.04,TARGET,2.0,7,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2024-10-30,BULL,6982.5,6770.74,7406.02,7406.02,TARGET,2.0,6,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2024-11-01,BULL,7031.95,6852.87,7390.1,6852.87,STOP_LOSS,-1.0,2,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2024-12-03,BULL,7126.55,6825.02,7729.6,7218.75,TIME_EXPIRY,0.3058,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2024-12-09,BULL,7193.85,6939.22,7703.12,7265.1,TIME_EXPIRY,0.2798,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2024-12-10,BULL,7258.3,7007.45,7760.0,7240.0,TIME_EXPIRY,-0.073,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2024-12-16,BULL,7259.2,7045.62,7686.36,7296.35,TIME_EXPIRY,0.1739,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2024-12-18,BULL,7237.4,7032.8,7646.59,7421.65,TIME_EXPIRY,0.9006,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2024-12-19,BULL,7297.55,7092.35,7707.95,7298.35,TIME_EXPIRY,0.0039,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2024-12-23,BULL,7265.1,7067.34,7660.63,7436.75,TIME_EXPIRY,0.868,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2025-06-06,BULL,6942.5,6745.92,7335.65,7063.5,TIME_EXPIRY,0.6155,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2025-06-13,BULL,6994.5,6820.61,7342.28,7308.5,TIME_EXPIRY,1.8058,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2025-06-20,BULL,7063.5,6886.39,7417.72,7417.72,TARGET,2.0,7,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2025-06-23,BULL,7007.5,6829.45,7363.6,7363.6,TARGET,2.0,6,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2025-06-25,BULL,7042.0,6872.58,7380.85,7380.85,TARGET,2.0,4,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2025-07-25,BULL,7468.5,7275.45,7854.6,7275.45,STOP_LOSS,-1.0,7,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2025-07-29,BULL,7456.0,7273.3,7821.4,7273.3,STOP_LOSS,-1.0,5,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2025-07-31,BULL,7498.0,7317.66,7858.68,7317.66,STOP_LOSS,-1.0,2,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2025-09-01,BULL,7671.5,7446.76,8120.98,7816.5,TIME_EXPIRY,0.6452,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2025-09-02,BULL,7682.0,7467.69,8110.62,7852.5,TIME_EXPIRY,0.7956,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2025-09-03,BULL,7736.0,7519.7,8168.6,7888.0,TIME_EXPIRY,0.7027,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2025-10-07,BULL,7700.0,7534.32,8031.35,8031.35,TARGET,2.0,9,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2025-10-15,BULL,7826.0,7651.55,8174.9,7790.0,TIME_EXPIRY,-0.2064,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2025-10-16,BULL,7833.5,7658.75,8183.0,7658.75,STOP_LOSS,-1.0,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2025-10-27,BULL,7845.5,7654.02,8228.45,7654.02,STOP_LOSS,-1.0,4,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2025-10-30,BULL,7790.0,7610.64,8148.72,7610.64,STOP_LOSS,-1.0,6,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2026-04-13,BULL,7516.5,7222.54,8104.42,7753.0,TIME_EXPIRY,0.8045,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2026-04-17,BULL,7699.0,7409.76,8277.48,7737.5,TIME_EXPIRY,0.1331,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2026-04-21,BULL,7744.0,7457.58,8316.85,7760.5,TIME_EXPIRY,0.0576,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2026-04-23,BULL,7781.0,7501.06,8340.88,8097.0,TIME_EXPIRY,1.1288,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2026-04-27,BULL,7825.0,7569.48,8336.05,7569.48,STOP_LOSS,-1.0,3,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2026-05-05,BULL,7772.0,7543.78,8228.45,8026.0,TIME_EXPIRY,1.1129,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2026-07-27,BULL,8843.5,8642.28,9245.95,8912.0,TIME_EXPIRY,0.3404,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2026-08-25,BULL,8889.0,8619.71,9427.58,8837.5,TIME_EXPIRY,-0.1912,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOHOSP,2026-09-08,BULL,8837.5,8603.42,9305.65,9069.0,TIME_EXPIRY,0.989,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOTYRE,2017-05-25,BULL,226.9,214.69,251.31,251.31,TARGET,2.0,7,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOTYRE,2017-05-26,BULL,232.1,219.32,257.67,257.67,TARGET,2.0,7,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOTYRE,2017-05-30,BULL,228.2,215.51,253.59,253.59,TARGET,2.0,4,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOTYRE,2017-07-05,BULL,254.55,242.87,277.91,255.9,TIME_EXPIRY,0.1156,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOTYRE,2017-07-13,BULL,251.5,240.08,274.34,261.9,TIME_EXPIRY,0.9108,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOTYRE,2017-08-14,BULL,262.9,247.54,293.62,247.54,STOP_LOSS,-1.0,9,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOTYRE,2017-08-16,BULL,272.7,256.78,304.54,256.78,STOP_LOSS,-1.0,4,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOTYRE,2017-08-18,BULL,270.15,253.99,302.47,253.99,STOP_LOSS,-1.0,4,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOTYRE,2017-11-27,BULL,256.8,245.64,279.12,245.64,STOP_LOSS,-1.0,4,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOTYRE,2017-12-07,BULL,243.2,233.33,262.94,262.94,TARGET,2.0,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOTYRE,2017-12-08,BULL,247.9,238.14,267.42,267.42,TARGET,2.0,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOTYRE,2017-12-13,BULL,245.55,236.16,264.32,264.32,TARGET,2.0,6,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOTYRE,2018-01-19,BULL,264.8,253.47,287.46,253.47,STOP_LOSS,-1.0,6,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOTYRE,2018-01-23,BULL,264.85,253.48,287.6,253.48,STOP_LOSS,-1.0,4,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOTYRE,2018-01-24,BULL,267.25,255.94,289.88,255.94,STOP_LOSS,-1.0,2,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOTYRE,2018-02-09,BULL,270.8,253.42,305.57,253.42,STOP_LOSS,-1.0,5,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOTYRE,2018-02-23,BULL,268.85,250.64,305.27,250.64,STOP_LOSS,-1.0,7,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOTYRE,2018-03-14,BULL,267.0,253.76,293.48,253.76,STOP_LOSS,-1.0,7,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOTYRE,2018-03-26,BULL,267.65,255.93,291.09,291.09,TARGET,2.0,6,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOTYRE,2018-04-26,BULL,285.95,272.74,312.38,280.0,TIME_EXPIRY,-0.4502,10,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOTYRE,2018-05-04,BULL,286.45,274.18,310.98,274.18,STOP_LOSS,-1.0,5,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOTYRE,2018-05-07,BULL,293.9,281.49,318.72,281.49,STOP_LOSS,-1.0,4,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOTYRE,2018-05-15,BULL,288.05,275.24,313.68,275.24,STOP_LOSS,-1.0,4,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOTYRE,2018-05-16,BULL,294.05,281.38,319.4,281.38,STOP_LOSS,-1.0,3,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
PULLBACK,APOLLOTYRE,2020-10-16,BULL,128.2,120.4,143.8,143.8,TARGET,2.0,5,1,UPSTOX_V3_FRESH_2026-09-26,True,True,True
