scanner,symbol,entry_date_str,signal_regime,entry_price,stop_loss,entry_atr,entry_risk_distance,holding_cap,arm_a_exit_date,arm_a_exit_reason,arm_a_exit_price,arm_a_holding_days,arm_a_gross_r,arm_a_cost_r,arm_a_net_r,arm_b_exit_dates,arm_b_exit_reasons,arm_b_exit_prices,arm_b_holding_days,arm_b_gross_r,arm_b_cost_r,arm_b_net_r,paired_delta
EOD,GAEL,2026-07-30,BULL,172.59,163.47,6.08,9.12,10,2026-08-13,TIME_EXPIRY,170.18,10,-0.2643,0.0188,-0.283,2026-08-04,TRAILING_STOP(100%),178.96,3,0.6985,0.0193,0.6792,0.9622
EOD,GAIL,2022-03-07,BULL,102.25,96.7,3.7,5.55,10,2022-03-10,STOP_LOSS,96.7,3,-1.0,0.0179,-1.0179,2022-03-10,STOP_LOSS(100%),96.7,3,-1.0,0.0179,-1.0179,0.0
EOD,GAIL,2023-07-06,BULL,105.3,102.57,1.82,2.73,10,2023-07-11,STOP_LOSS,102.57,3,-1.0,0.0381,-1.0381,2023-07-11,STOP_LOSS(100%),102.57,3,-1.0,0.0381,-1.0381,0.0
EOD,GAIL,2023-09-01,BULL,115.85,111.78,2.7133,4.07,10,2023-09-11,TARGET,123.99,6,2.0,0.0295,1.9705,2023-09-06,TRAILING_STOP(100%),120.24,3,1.0794,0.029,1.0504,-0.9201
EOD,GAIL,2023-11-30,BULL,126.4,122.52,2.5867,3.88,10,2023-12-04,TARGET,134.16,2,2.0,0.0336,1.9664,2023-12-04;2023-12-04,TARGET_1(50%);TARGET_2(50%),132.22;136.1,2,2.0,0.0336,1.9664,0.0
EOD,GAIL,2024-06-03,BULL,230.8,218.52,8.1867,12.28,10,2024-06-04,STOP_LOSS,218.52,1,-1.0,0.0183,-1.0183,2024-06-04,STOP_LOSS(100%),218.52,1,-1.0,0.0183,-1.0183,0.0
EOD,GAIL,2025-10-29,BULL,184.64,179.41,3.4867,5.23,10,2025-11-03,STOP_LOSS,179.41,3,-1.0,0.0348,-1.0348,2025-11-03,STOP_LOSS(100%),179.41,3,-1.0,0.0348,-1.0348,0.0
EOD,GAIL,2026-01-02,BULL,175.38,171.32,2.7067,4.06,10,2026-01-06,STOP_LOSS,171.32,2,-1.0,0.0427,-1.0427,2026-01-06,STOP_LOSS(100%),171.32,2,-1.0,0.0427,-1.0427,0.0
EOD,GANDHITUBE,2018-05-25,BULL,402.6,387.62,9.9867,14.98,10,2018-05-31,STOP_LOSS,387.62,4,-1.0,0.0264,-1.0264,2018-05-31,STOP_LOSS(100%),387.62,4,-1.0,0.0264,-1.0264,0.0
EOD,GANDHITUBE,2026-02-09,BULL,799.65,748.38,34.18,51.27,10,2026-02-17,TARGET,902.19,6,2.0,0.0166,1.9834,2026-02-11,TRAILING_STOP(100%),842.91,2,0.8438,0.016,0.8277,-1.1557
