date,above_sma50_pct,above_sma200_pct,n_symbols,regime,is_trading_day,year
2017-01-16,0.7909090909090909,0.5818181818181818,110,BULL,True,2017
2017-01-17,0.7727272727272727,0.5909090909090909,110,BULL,True,2017
2017-01-18,0.8181818181818182,0.6272727272727273,110,BULL,True,2017
2017-01-19,0.8272727272727273,0.6363636363636364,110,BULL,True,2017
2017-01-20,0.7727272727272727,0.5272727272727272,110,BULL,True,2017
2017-01-23,0.7636363636363637,0.5545454545454546,110,BULL,True,2017
2017-01-24,0.7727272727272727,0.5636363636363636,110,BULL,True,2017
2017-01-25,0.8272727272727273,0.6272727272727273,110,BULL,True,2017
2017-01-27,0.8363636363636363,0.6545454545454545,110,BULL,True,2017
2017-01-30,0.8090909090909091,0.6181818181818182,110,BULL,True,2017
2017-01-31,0.7363636363636363,0.5545454545454546,110,BULL,True,2017
2017-02-01,0.7545454545454545,0.6272727272727273,110,BULL,True,2017
2017-02-02,0.7727272727272727,0.6545454545454545,110,BULL,True,2017
2017-02-03,0.8018018018018018,0.7027027027027027,111,BULL,True,2017
2017-02-06,0.8018018018018018,0.7477477477477478,111,BULL,True,2017
2017-02-07,0.7927927927927928,0.7207207207207207,111,BULL,True,2017
2017-02-08,0.7837837837837838,0.6936936936936937,111,BULL,True,2017
2017-02-09,0.7927927927927928,0.7117117117117117,111,BULL,True,2017
2017-02-10,0.7657657657657657,0.7207207207207207,111,BULL,True,2017
2017-02-13,0.7117117117117117,0.6486486486486487,111,BULL,True,2017
2017-02-14,0.6936936936936937,0.6396396396396397,111,BULL,True,2017
2017-02-15,0.6216216216216216,0.5585585585585585,111,BULL,True,2017
2017-02-16,0.6756756756756757,0.6036036036036037,111,BULL,True,2017
2017-02-17,0.6756756756756757,0.6396396396396397,111,BULL,True,2017
2017-02-20,0.6936936936936937,0.6216216216216216,111,BULL,True,2017
2017-02-21,0.7387387387387387,0.6846846846846847,111,BULL,True,2017
2017-02-22,0.7027027027027027,0.6576576576576577,111,BULL,True,2017
2017-02-23,0.6846846846846847,0.6576576576576577,111,BULL,True,2017
2017-02-27,0.6756756756756757,0.6216216216216216,111,BULL,True,2017
2017-02-28,0.6846846846846847,0.6576576576576577,111,BULL,True,2017
2017-03-01,0.7027027027027027,0.6936936936936937,111,BULL,True,2017
2017-03-02,0.6216216216216216,0.6396396396396397,111,BULL,True,2017
2017-03-03,0.6576576576576577,0.5855855855855856,111,BULL,True,2017
2017-03-06,0.6126126126126126,0.6216216216216216,111,BULL,True,2017
2017-03-07,0.6036036036036037,0.6306306306306306,111,BULL,True,2017
2017-03-08,0.5855855855855856,0.5945945945945946,111,SIDEWAYS,True,2017
2017-03-09,0.5675675675675675,0.5945945945945946,111,SIDEWAYS,True,2017
2017-03-10,0.5585585585585585,0.6126126126126126,111,SIDEWAYS,True,2017
2017-03-14,0.6036036036036037,0.6216216216216216,111,BULL,True,2017
2017-03-15,0.6306306306306306,0.6576576576576577,111,BULL,True,2017
2017-03-16,0.7027027027027027,0.7207207207207207,111,BULL,True,2017
2017-03-17,0.6936936936936937,0.7117117117117117,111,BULL,True,2017
2017-03-20,0.6846846846846847,0.7297297297297297,111,BULL,True,2017
2017-03-21,0.6756756756756757,0.7207207207207207,111,BULL,True,2017
2017-03-22,0.6036036036036037,0.6936936936936937,111,BULL,True,2017
